design	study_primary	phenotype_primary	dependence_type	study_secondary	cohort	model_adjustment	model_context	phenotype_secondary	variable	variants	summary	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_unadjust_testosterone_log	female	unadjust	joint	testosterone_log	testosterone_log	1171380	(rg: 0.0247; 95% CI: -0.018 ... 0.068)	0.0247	0.0219	0.042924	-0.018 ... 0.068	0.2597	-0.018224	0.067624	1	0	0.0247
primary_versus_albumin_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_male_priority_male_joint_1_albumin_imputation	female_male_priority_male	adjust	joint	albumin_imputation	albumin_imputation	1171380	(rg: -0.0092; 95% CI: -0.047 ... 0.029)	-0.0092	0.0195	0.03822	-0.047 ... 0.029	0.6391	-0.04742	0.02902	1	0	0.0092
primary_versus_albumin_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_male_priority_male_unadjust_albumin_imputation	female_male_priority_male	unadjust	joint	albumin_imputation	albumin_imputation	1171380	(rg: 0.0076; 95% CI: -0.03 ... 0.045)	0.0076	0.0191	0.037436	-0.03 ... 0.045	0.6892	-0.029836	0.045036	1	0	0.0076
primary_versus_steroid_globulin_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_male_priority_male_joint_1_steroid_globulin_imputation_log	female_male_priority_male	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171380	(rg: 0.028; 95% CI: -0.007 ... 0.063)	0.028	0.0177	0.034692	-0.007 ... 0.063	0.114	-0.006692	0.062692	1	0	0.028
primary_versus_steroid_globulin_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_male_priority_male_unadjust_steroid_globulin_imputation_log	female_male_priority_male	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171380	(rg: 0.0719; 95% CI: 0.037 ... 0.107)	0.0719	0.018	0.03528	0.037 ... 0.107	6.49E-05	0.03662	0.10718	1	1	0.0719
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_joint_1_albumin_imputation	female_menstruation_regular	adjust	joint	albumin_imputation	albumin_imputation	1171381	(rg: -0.0071; 95% CI: -0.087 ... 0.073)	-0.0071	0.0408	0.079968	-0.087 ... 0.073	0.8621	-0.087068	0.072868	1	0	0.0071
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_unadjust_albumin_imputation	female_menstruation_regular	unadjust	joint	albumin_imputation	albumin_imputation	1171381	(rg: 0.0532; 95% CI: -0.028 ... 0.134)	0.0532	0.0414	0.081144	-0.028 ... 0.134	0.1988	-0.027944	0.134344	1	0	0.0532
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_joint_1_oestradiol_bioavailable_imputation_log	female_menstruation_regular	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log			nan		nan							
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_joint_1_oestradiol_bioavailable_imputation_log	female_menstruation_regular	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1171381	(rg: 0.0601; 95% CI: -0.141 ... 0.261)	0.0601	0.1027	0.201292	-0.141 ... 0.261	0.5584	-0.141192	0.261392	1	0	0.0601
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_joint_1_oestradiol_free_imputation_log	female_menstruation_regular	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171381	(rg: 0.0264; 95% CI: -0.215 ... 0.267)	0.0264	0.123	0.24108	-0.215 ... 0.267	0.8303	-0.21468	0.26748	1	0	0.0264
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_unadjust_oestradiol_free_imputation_log	female_menstruation_regular	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171381	(rg: 0.0554; 95% CI: -0.173 ... 0.284)	0.0554	0.1167	0.228732	-0.173 ... 0.284	0.6346	-0.173332	0.284132	1	0	0.0554
primary_versus_oestradiol_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_joint_1_oestradiol_imputation	female_menstruation_regular	adjust	joint	oestradiol_imputation	oestradiol_imputation	1171381	(rg: -0.0415; 95% CI: -0.224 ... 0.141)	-0.0415	0.0933	0.182868	-0.224 ... 0.141	0.6565	-0.224368	0.141368	1	0	0.0415
primary_versus_oestradiol_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_unadjust_oestradiol_imputation	female_menstruation_regular	unadjust	joint	oestradiol_imputation	oestradiol_imputation	1171381	(rg: 0.0306; 95% CI: -0.135 ... 0.196)	0.0306	0.0844	0.165424	-0.135 ... 0.196	0.7165	-0.134824	0.196024	1	0	0.0306
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_joint_1_oestradiol_log	female_menstruation_regular	adjust	joint	oestradiol_log	oestradiol_log	1171381	(rg: -0.0998; 95% CI: -0.384 ... 0.185)	-0.0998	0.1451	0.284396	-0.384 ... 0.185	0.4916	-0.384196	0.184596	1	0	0.0998
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_unadjust_oestradiol_log	female_menstruation_regular	unadjust	joint	oestradiol_log	oestradiol_log	1171381	(rg: 0.003; 95% CI: -0.224 ... 0.23)	0.003	0.116	0.22736	-0.224 ... 0.23	0.9791	-0.22436	0.23036	1	0	0.003
primary_versus_oestradiol_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_joint_1_oestradiol_imputation_log	female_menstruation_regular	adjust	joint	oestradiol_imputation_log	oestradiol_priority	1171381	(rg: 0.0512; 95% CI: -0.113 ... 0.215)	0.0512	0.0836	0.163856	-0.113 ... 0.215	0.5399	-0.112656	0.215056	1	0	0.0512
primary_versus_oestradiol_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_unadjust_oestradiol_imputation_log	female_menstruation_regular	unadjust	joint	oestradiol_imputation_log	oestradiol_priority	1171381	(rg: 0.0737; 95% CI: -0.067 ... 0.214)	0.0737	0.0717	0.140532	-0.067 ... 0.214	0.3039	-0.066832	0.214232	1	0	0.0737
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_joint_1_steroid_globulin_imputation_log	female_menstruation_regular	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171381	(rg: 0.0101; 95% CI: -0.057 ... 0.078)	0.0101	0.0344	0.067424	-0.057 ... 0.078	0.7682	-0.057324	0.077524	1	0	0.0101
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_unadjust_steroid_globulin_imputation_log	female_menstruation_regular	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171381	(rg: 0.0795; 95% CI: 0.014 ... 0.145)	0.0795	0.0336	0.065856	0.014 ... 0.145	0.0181	0.013644	0.145356	1	1	0.0795
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_joint_1_testosterone_bioavailable_imputation_log	female_menstruation_regular	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171381	(rg: 0.0236; 95% CI: -0.051 ... 0.098)	0.0236	0.0382	0.074872	-0.051 ... 0.098	0.5367	-0.051272	0.098472	1	0	0.0236
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_unadjust_testosterone_bioavailable_imputation_log	female_menstruation_regular	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171381	(rg: 0.0041; 95% CI: -0.067 ... 0.075)	0.0041	0.0364	0.071344	-0.067 ... 0.075	0.9113	-0.067244	0.075444	1	0	0.0041
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_joint_1_testosterone_free_imputation_log	female_menstruation_regular	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171381	(rg: 0.0312; 95% CI: -0.04 ... 0.102)	0.0312	0.0361	0.070756	-0.04 ... 0.102	0.3874	-0.039556	0.101956	1	0	0.0312
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_unadjust_testosterone_free_imputation_log	female_menstruation_regular	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171381	(rg: -0.0006; 95% CI: -0.068 ... 0.067)	-0.0006	0.0346	0.067816	-0.068 ... 0.067	0.986	-0.068416	0.067216	1	0	0.0006
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_joint_1_testosterone_imputation	female_menstruation_regular	adjust	joint	testosterone_imputation	testosterone_imputation	1171381	(rg: 0.054; 95% CI: -0.024 ... 0.132)	0.054	0.0396	0.077616	-0.024 ... 0.132	0.1726	-0.023616	0.131616	1	0	0.054
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_unadjust_testosterone_imputation	female_menstruation_regular	unadjust	joint	testosterone_imputation	testosterone_imputation	1171381	(rg: 0.0492; 95% CI: -0.025 ... 0.123)	0.0492	0.0379	0.074284	-0.025 ... 0.123	0.1948	-0.025084	0.123484	1	0	0.0492
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_joint_1_testosterone_imputation_log	female_menstruation_regular	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171381	(rg: -0.0097; 95% CI: -0.091 ... 0.071)	-0.0097	0.0414	0.081144	-0.091 ... 0.071	0.8139	-0.090844	0.071444	1	0	0.0097
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_unadjust_testosterone_imputation_log	female_menstruation_regular	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171381	(rg: -0.0022; 95% CI: -0.084 ... 0.08)	-0.0022	0.0419	0.082124	-0.084 ... 0.08	0.9572	-0.084324	0.079924	1	0	0.0022
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_joint_1_testosterone_log	female_menstruation_regular	adjust	joint	testosterone_log	testosterone_log	1171381	(rg: 0.05; 95% CI: -0.044 ... 0.144)	0.05	0.0482	0.094472	-0.044 ... 0.144	0.3001	-0.044472	0.144472	1	0	0.05
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_menstruation_regular_unadjust_testosterone_log	female_menstruation_regular	unadjust	joint	testosterone_log	testosterone_log	1171381	(rg: 0.0585; 95% CI: -0.035 ... 0.152)	0.0585	0.0479	0.093884	-0.035 ... 0.152	0.2219	-0.035384	0.152384	1	0	0.0585
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_joint_1_albumin_imputation	female_perimenopause	adjust	joint	albumin_imputation	albumin_imputation	1171380	(rg: -0.0194; 95% CI: -0.112 ... 0.073)	-0.0194	0.047	0.09212	-0.112 ... 0.073	0.6798	-0.11152	0.07272	1	0	0.0194
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_unadjust_albumin_imputation	female_perimenopause	unadjust	joint	albumin_imputation	albumin_imputation	1171380	(rg: 0.0372; 95% CI: -0.054 ... 0.128)	0.0372	0.0463	0.090748	-0.054 ... 0.128	0.4211	-0.053548	0.127948	1	0	0.0372
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_joint_1_oestradiol_bioavailable_imputation_log	female_perimenopause	unadjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log			nan		nan							
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_joint_1_oestradiol_bioavailable_imputation_log	female_perimenopause	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1171380	(rg: 0.061; 95% CI: -0.091 ... 0.213)	0.061	0.0774	0.151704	-0.091 ... 0.213	0.4305	-0.090704	0.212704	1	0	0.061
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_joint_1_oestradiol_free_imputation_log	female_perimenopause	adjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171380	(rg: 0.0565; 95% CI: -0.083 ... 0.196)	0.0565	0.0714	0.139944	-0.083 ... 0.196	0.4289	-0.083444	0.196444	1	0	0.0565
primary_versus_oestradiol_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_unadjust_oestradiol_free_imputation_log	female_perimenopause	unadjust	joint	oestradiol_free_imputation_log	oestradiol_free_imputation_log	1171380	(rg: 0.043; 95% CI: -0.097 ... 0.183)	0.043	0.0713	0.139748	-0.097 ... 0.183	0.5462	-0.096748	0.182748	1	0	0.043
primary_versus_oestradiol_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_joint_1_oestradiol_imputation	female_perimenopause	adjust	joint	oestradiol_imputation	oestradiol_imputation	1171380	(rg: -0.0721; 95% CI: -0.268 ... 0.124)	-0.0721	0.0998	0.195608	-0.268 ... 0.124	0.4704	-0.267708	0.123508	1	0	0.0721
primary_versus_oestradiol_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_unadjust_oestradiol_imputation	female_perimenopause	unadjust	joint	oestradiol_imputation	oestradiol_imputation	1171380	(rg: -0.0241; 95% CI: -0.204 ... 0.156)	-0.0241	0.0917	0.179732	-0.204 ... 0.156	0.7929	-0.203832	0.155632	1	0	0.0241
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_joint_1_oestradiol_log	female_perimenopause	adjust	joint	oestradiol_log	oestradiol_log	1171381	(rg: -0.031; 95% CI: -0.38 ... 0.318)	-0.031	0.1783	0.349468	-0.38 ... 0.318	0.8621	-0.380468	0.318468	1	0	0.031
primary_versus_oestradiol_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_unadjust_oestradiol_log	female_perimenopause	unadjust	joint	oestradiol_log	oestradiol_log	1171381	(rg: -0.026; 95% CI: -0.333 ... 0.281)	-0.026	0.1565	0.30674	-0.333 ... 0.281	0.868	-0.33274	0.28074	1	0	0.026
primary_versus_oestradiol_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_joint_1_oestradiol_imputation_log	female_perimenopause	adjust	joint	oestradiol_imputation_log	oestradiol_priority	1171380	(rg: 0.0579; 95% CI: -0.072 ... 0.188)	0.0579	0.0662	0.129752	-0.072 ... 0.188	0.382	-0.071852	0.187652	1	0	0.0579
primary_versus_oestradiol_linear_2	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_unadjust_oestradiol_imputation_log	female_perimenopause	unadjust	joint	oestradiol_imputation_log	oestradiol_priority	1171380	(rg: 0.0962; 95% CI: -0.041 ... 0.233)	0.0962	0.0699	0.137004	-0.041 ... 0.233	0.1686	-0.040804	0.233204	1	0	0.0962
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_joint_1_steroid_globulin_imputation_log	female_perimenopause	adjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171380	(rg: 0.0485; 95% CI: -0.031 ... 0.128)	0.0485	0.0404	0.079184	-0.031 ... 0.128	0.2299	-0.030684	0.127684	1	0	0.0485
primary_versus_steroid_globulin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_unadjust_steroid_globulin_imputation_log	female_perimenopause	unadjust	joint	steroid_globulin_imputation_log	steroid_globulin_imputation_log	1171380	(rg: 0.1292; 95% CI: 0.051 ... 0.207)	0.1292	0.0399	0.078204	0.051 ... 0.207	0.0012	0.050996	0.207404	1	1	0.1292
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_joint_1_testosterone_bioavailable_imputation_log	female_perimenopause	adjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171380	(rg: 0.0273; 95% CI: -0.05 ... 0.105)	0.0273	0.0396	0.077616	-0.05 ... 0.105	0.4911	-0.050316	0.104916	1	0	0.0273
primary_versus_testosterone_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_unadjust_testosterone_bioavailable_imputation_log	female_perimenopause	unadjust	joint	testosterone_bioavailable_imputation_log	testosterone_bioavailable_imputation_log	1171380	(rg: -0.0262; 95% CI: -0.101 ... 0.049)	-0.0262	0.0384	0.075264	-0.101 ... 0.049	0.4944	-0.101464	0.049064	1	0	0.0262
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_joint_1_testosterone_free_imputation_log	female_perimenopause	adjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171380	(rg: 0.0297; 95% CI: -0.047 ... 0.106)	0.0297	0.0389	0.076244	-0.047 ... 0.106	0.4448	-0.046544	0.105944	1	0	0.0297
primary_versus_testosterone_free_linear	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_unadjust_testosterone_free_imputation_log	female_perimenopause	unadjust	joint	testosterone_free_imputation_log	testosterone_free_imputation_log	1171380	(rg: -0.0325; 95% CI: -0.106 ... 0.041)	-0.0325	0.0374	0.073304	-0.106 ... 0.041	0.3846	-0.105804	0.040804	1	0	0.0325
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_joint_1_testosterone_imputation	female_perimenopause	adjust	joint	testosterone_imputation	testosterone_imputation	1171380	(rg: 0.0263; 95% CI: -0.053 ... 0.106)	0.0263	0.0407	0.079772	-0.053 ... 0.106	0.5177	-0.053472	0.106072	1	0	0.0263
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_unadjust_testosterone_imputation	female_perimenopause	unadjust	joint	testosterone_imputation	testosterone_imputation	1171380	(rg: 0.007; 95% CI: -0.071 ... 0.085)	0.007	0.0399	0.078204	-0.071 ... 0.085	0.8602	-0.071204	0.085204	1	0	0.007
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_joint_1_testosterone_imputation_log	female_perimenopause	adjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171380	(rg: 0.0424; 95% CI: -0.049 ... 0.133)	0.0424	0.0464	0.090944	-0.049 ... 0.133	0.3606	-0.048544	0.133344	1	0	0.0424
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_unadjust_testosterone_imputation_log	female_perimenopause	unadjust	joint	testosterone_imputation_log	testosterone_imputation_log	1171380	(rg: 0.0288; 95% CI: -0.059 ... 0.117)	0.0288	0.0448	0.087808	-0.059 ... 0.117	0.5201	-0.059008	0.116608	1	0	0.0288
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_joint_1_testosterone_log	female_perimenopause	adjust	joint	testosterone_log	testosterone_log	1171380	(rg: 0.105; 95% CI: -0.018 ... 0.228)	0.105	0.0628	0.123088	-0.018 ... 0.228	0.0943	-0.018088	0.228088	1	0	0.105
primary_versus_testosterone_linear	00000000_ripke_2022	schizophrenia	logistic	female_perimenopause_unadjust_testosterone_log	female_perimenopause	unadjust	joint	testosterone_log	testosterone_log	1171380	(rg: 0.0789; 95% CI: -0.043 ... 0.201)	0.0789	0.0624	0.122304	-0.043 ... 0.201	0.2062	-0.043404	0.201204	1	0	0.0789
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_joint_1_albumin_imputation	female_postmenopause	adjust	joint	albumin_imputation	albumin_imputation	1171380	(rg: 0.0072; 95% CI: -0.04 ... 0.054)	0.0072	0.024	0.04704	-0.04 ... 0.054	0.7635	-0.03984	0.05424	1	0	0.0072
primary_versus_albumin_linear_1	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_unadjust_albumin_imputation	female_postmenopause	unadjust	joint	albumin_imputation	albumin_imputation	1171380	(rg: 0.0315; 95% CI: -0.014 ... 0.077)	0.0315	0.0232	0.045472	-0.014 ... 0.077	0.1751	-0.013972	0.076972	1	0	0.0315
primary_versus_oestradiol_bioavailable_linear	00000000_ripke_2022	schizophrenia	logistic	female_postmenopause_joint_1_oestradiol_bioavailable_imputation_log	female_postmenopause	adjust	joint	oestradiol_bioavailable_imputation_log	oestradiol_bioavailable_imputation_log	1171380	(rg: -0.0235; 95% CI: -0.082 ... 0.035)	-0.0235	0.0296	0.058016	-0.082 ... 0.035	0.4278	-0.081516	0.034516	1	0	0.0235
