execution	cohort	cohort_sort	dependence	dependence_sort	dependence_type	model	model_sort	independence	model_note
1	female_postmenopause	5	oestradiol_detection	1	logistic	5	5	births	marginal
1	female_postmenopause	5	oestradiol_detection	1	logistic	6	6	births_any	marginal
1	female	1	testosterone_imputation	2	linear	1	1	pregnancies;menopause_ordinal;oophorectomy;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “pregnancies”
1	female	1	testosterone_imputation	2	linear	2	2	births;menopause_ordinal;oophorectomy;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “births”
1	female	1	testosterone_imputation	2	linear	3	3	births_any;menopause_ordinal;oophorectomy;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “births_any”
1	female	1	testosterone_imputation	2	linear	4	4	pregnancies	marginal
1	female	1	testosterone_imputation	2	linear	5	5	births	marginal
1	female	1	testosterone_imputation	2	linear	6	6	births_any	marginal
1	female_menstruation_regular	2	testosterone_imputation	2	linear	1	1	menstruation_phase_cycle;birth_live_recent;pregnancies;menopause_ordinal;oophorectomy;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “pregnancies”
1	female_menstruation_regular	2	testosterone_imputation	2	linear	2	2	menstruation_phase_cycle;birth_live_recent;births;menopause_ordinal;oophorectomy;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “births”
1	female_menstruation_regular	2	testosterone_imputation	2	linear	3	3	menstruation_phase_cycle;birth_live_recent;births_any;menopause_ordinal;oophorectomy;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “births_any”
1	female_menstruation_regular	2	testosterone_imputation	2	linear	4	4	pregnancies	marginal
1	female_menstruation_regular	2	testosterone_imputation	2	linear	5	5	births	marginal
1	female_menstruation_regular	2	testosterone_imputation	2	linear	6	6	births_any	marginal
1	female_premenopause	3	testosterone_imputation	2	linear	1	1	menstruation_phase_cycle;birth_live_recent;pregnancies;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “pregnancies”
1	female_premenopause	3	testosterone_imputation	2	linear	2	2	menstruation_phase_cycle;birth_live_recent;births;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “births”
1	female_premenopause	3	testosterone_imputation	2	linear	3	3	menstruation_phase_cycle;birth_live_recent;births_any;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “births_any”
1	female_premenopause	3	testosterone_imputation	2	linear	4	4	pregnancies	marginal
1	female_premenopause	3	testosterone_imputation	2	linear	5	5	births	marginal
1	female_premenopause	3	testosterone_imputation	2	linear	6	6	births_any	marginal
1	female_perimenopause	4	testosterone_imputation	2	linear	1	1	pregnancies;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “pregnancies”
1	female_perimenopause	4	testosterone_imputation	2	linear	2	2	births;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “births”
1	female_perimenopause	4	testosterone_imputation	2	linear	3	3	births_any;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “births_any”
1	female_perimenopause	4	testosterone_imputation	2	linear	4	4	pregnancies	marginal
1	female_perimenopause	4	testosterone_imputation	2	linear	5	5	births	marginal
1	female_perimenopause	4	testosterone_imputation	2	linear	6	6	births_any	marginal
1	female_postmenopause	5	testosterone_imputation	2	linear	1	1	pregnancies;oophorectomy;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “pregnancies”
1	female_postmenopause	5	testosterone_imputation	2	linear	2	2	births;oophorectomy;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “births”
1	female_postmenopause	5	testosterone_imputation	2	linear	3	3	births_any;oophorectomy;hysterectomy;age;body_log;region;season;alteration_sex_hormone	joint with “births_any”
1	female_postmenopause	5	testosterone_imputation	2	linear	4	4	pregnancies	marginal
1	female_postmenopause	5	testosterone_imputation	2	linear	5	5	births	marginal
1	female_postmenopause	5	testosterone_imputation	2	linear	6	6	births_any	marginal
