execution	cohort	cohort_sort	dependence	dependence_sort	dependence_type	model	model_sort	independence	model_note
1	alcohol_yes_female	2	alcohol_drinks_monthly_combination_log	5	linear	2	2	menopause_ordinal;oophorectomy;hysterectomy;pregnancies;age;body_log;region;season;alteration_sex_hormone;cholesterol_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	joint full without vitamin d
1	alcohol_yes_female	2	alcohol_drinks_monthly_combination_log	5	linear	3	3	menopause_ordinal;oophorectomy;hysterectomy;pregnancies;age;body_log;region;season;alteration_sex_hormone;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	joint full without vitamin d, cholesterol
1	alcohol_yes_female	2	alcohol_drinks_monthly_combination_log	5	linear	3	3	depression_control_case_loose;menopause_ordinal;oophorectomy;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	joint full with depression-loose
1	alcohol_yes_female	2	alcohol_drinks_monthly_combination_log	5	linear	4	4	depression_control_case_strict;menopause_ordinal;oophorectomy;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	joint full with depression-strict
0	alcohol_yes_female_menstruation_regular	3	alcohol_frequency	1	linear	1	1	menstruation_phase_cycle;menopause_ordinal;oophorectomy;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_menstruation_regular	3	alcohol_auditc	2	linear	1	1	menstruation_phase_cycle;menopause_ordinal;oophorectomy;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_menstruation_regular	3	alcohol_drinks_weekly_log	3	linear	1	1	menstruation_phase_cycle;menopause_ordinal;oophorectomy;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_menstruation_regular	3	alcohol_drinks_monthly_log	4	linear	1	1	menstruation_phase_cycle;menopause_ordinal;oophorectomy;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_menstruation_regular	3	alcohol_drinks_monthly_combination_log	5	linear	1	1	menstruation_phase_cycle;menopause_ordinal;oophorectomy;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_premenopause	4	alcohol_frequency	1	linear	1	1	menstruation_phase_cycle;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_premenopause	4	alcohol_auditc	2	linear	1	1	menstruation_phase_cycle;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_premenopause	4	alcohol_drinks_weekly_log	3	linear	1	1	menstruation_phase_cycle;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_premenopause	4	alcohol_drinks_monthly_log	4	linear	1	1	menstruation_phase_cycle;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_premenopause	4	alcohol_drinks_monthly_combination_log	5	linear	1	1	menstruation_phase_cycle;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_perimenopause	5	alcohol_frequency	1	linear	1	1	hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_perimenopause	5	alcohol_auditc	2	linear	1	1	hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_perimenopause	5	alcohol_drinks_weekly_log	3	linear	1	1	hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_perimenopause	5	alcohol_drinks_monthly_log	4	linear	1	1	hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_perimenopause	5	alcohol_drinks_monthly_combination_log	5	linear	1	1	hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_postmenopause	6	alcohol_frequency	1	linear	1	1	oophorectomy;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_postmenopause	6	alcohol_auditc	2	linear	1	1	oophorectomy;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_postmenopause	6	alcohol_drinks_weekly_log	3	linear	1	1	oophorectomy;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_postmenopause	6	alcohol_drinks_monthly_log	4	linear	1	1	oophorectomy;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_female_postmenopause	6	alcohol_drinks_monthly_combination_log	5	linear	1	1	oophorectomy;hysterectomy;pregnancies;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
1	alcohol_yes_male	7	alcohol_frequency	1	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	joint full
1	alcohol_yes_male	7	alcohol_frequency	1	linear	2	2	age;body_log;region;season;alteration_sex_hormone;cholesterol_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	joint full without vitamin d
1	alcohol_yes_male	7	alcohol_frequency	1	linear	3	3	age;body_log;region;season;alteration_sex_hormone;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	joint full without vitamin d, cholesterol
1	alcohol_yes_male	7	alcohol_frequency	1	linear	4	4	depression_control_case_loose;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	joint full with depression-loose
1	alcohol_yes_male	7	alcohol_frequency	1	linear	5	5	depression_control_case_strict;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	joint full with depression-strict
1	alcohol_yes_male	7	alcohol_auditc	2	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
1	alcohol_yes_male	7	alcohol_drinks_weekly_log	3	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
1	alcohol_yes_male	7	alcohol_drinks_monthly_log	4	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
1	alcohol_yes_male	7	alcohol_drinks_monthly_combination_log	5	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	joint full
1	alcohol_yes_male	7	alcohol_drinks_monthly_combination_log	5	linear	2	2	age;body_log;region;season;alteration_sex_hormone;cholesterol_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	joint full without vitamin d
1	alcohol_yes_male	7	alcohol_drinks_monthly_combination_log	5	linear	3	3	age;body_log;region;season;alteration_sex_hormone;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	joint full without vitamin d, cholesterol
1	alcohol_yes_male	7	alcohol_drinks_monthly_combination_log	5	linear	4	4	depression_control_case_loose;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	joint full with depression-loose
1	alcohol_yes_male	7	alcohol_drinks_monthly_combination_log	5	linear	5	5	depression_control_case_strict;age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	joint full with depression-strict
0	alcohol_yes_male_age_low	8	alcohol_frequency	1	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_male_age_low	8	alcohol_auditc	2	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_male_age_low	8	alcohol_drinks_weekly_log	3	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_male_age_low	8	alcohol_drinks_monthly_log	4	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_male_age_low	8	alcohol_drinks_monthly_combination_log	5	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_male_age_middle	9	alcohol_frequency	1	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_male_age_middle	9	alcohol_auditc	2	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_male_age_middle	9	alcohol_drinks_weekly_log	3	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_male_age_middle	9	alcohol_drinks_monthly_log	4	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_male_age_middle	9	alcohol_drinks_monthly_combination_log	5	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_male_age_high	10	alcohol_frequency	1	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_male_age_high	10	alcohol_auditc	2	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_male_age_high	10	alcohol_drinks_weekly_log	3	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_male_age_high	10	alcohol_drinks_monthly_log	4	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
0	alcohol_yes_male_age_high	10	alcohol_drinks_monthly_combination_log	5	linear	1	1	age;body_log;region;season;medication_vitamin_d;alteration_sex_hormone;cholesterol_imputation;vitamin_d_imputation;oestradiol_imputation;testosterone_imputation;steroid_globulin_imputation;albumin_imputation	
