phenotype_primary	design	study_primary	study_secondary	summary_error	summary_interval	variants	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute	cohort	model	phenotype_secondary	interval_99	dependence_type	model_context	model_adjustment	variable
schizophrenia	primaries_against_albumin_linear	00000000_ripke_2022	female_unadjust_albumin_imputation	0.0407 (0.0219)	(rg: 0.0407; 95% CI: -0.0022 ... 0.0836)	1171380.0	0.0407	0.0219	0.042924	-0.0022 ... 0.0836	0.0625	-0.0022239999999999	0.083624	1.0	0.0	0.0407	female	unadjust	albumin_imputation	0.056414399999999996	logistic	joint	unadjust	albumin_imputation
schizophrenia	primaries_against_albumin_linear	00000000_ripke_2022	male_age_high_joint_1_albumin_imputation	-0.0283 (0.0308)	(rg: -0.0283; 95% CI: -0.0887 ... 0.0321)	1171380.0	-0.0283	0.0308	0.060368	-0.0887 ... 0.0321	0.3578	-0.088668	0.032068	1.0	0.0	0.0283	male_age_high	joint_1	albumin_imputation	0.0793408	logistic	joint	adjust	albumin_imputation
schizophrenia	primaries_against_albumin_linear	00000000_ripke_2022	male_age_high_unadjust_albumin_imputation	-0.0221 (0.031)	(rg: -0.0221; 95% CI: -0.0829 ... 0.0387)	1171380.0	-0.0221	0.031	0.06076	-0.0829 ... 0.0387	0.475	-0.08286	0.03866	1.0	0.0	0.0221	male_age_high	unadjust	albumin_imputation	0.079856	logistic	joint	unadjust	albumin_imputation
schizophrenia	primaries_against_albumin_linear	00000000_ripke_2022	male_age_low_joint_1_albumin_imputation	-0.0078 (0.0292)	(rg: -0.0078; 95% CI: -0.065 ... 0.0494)	1171380.0	-0.0078	0.0292	0.057232	-0.065 ... 0.0494	0.7904	-0.0650319999999999	0.049432	1.0	0.0	0.0078	male_age_low	joint_1	albumin_imputation	0.0752192	logistic	joint	adjust	albumin_imputation
schizophrenia	primaries_against_albumin_linear	00000000_ripke_2022	male_age_low_unadjust_albumin_imputation	-0.0014 (0.0305)	(rg: -0.0014; 95% CI: -0.0612 ... 0.0584)	1171380.0	-0.0014	0.0305	0.05978	-0.0612 ... 0.0584	0.9631	-0.06118	0.05838	1.0	0.0	0.0014	male_age_low	unadjust	albumin_imputation	0.078568	logistic	joint	unadjust	albumin_imputation
schizophrenia	primaries_against_albumin_linear	00000000_ripke_2022	male_age_middle_joint_1_albumin_imputation	-0.0645 (0.0292)	(rg: -0.0645; 95% CI: -0.1217 ... -0.0073)	1171380.0	-0.0645	0.0292	0.057232	-0.1217 ... -0.0073	0.0271	-0.121732	-0.007268	1.0	1.0	0.0645	male_age_middle	joint_1	albumin_imputation	0.0752192	logistic	joint	adjust	albumin_imputation
schizophrenia	primaries_against_albumin_linear	00000000_ripke_2022	male_age_middle_unadjust_albumin_imputation	-0.0554 (0.0291)	(rg: -0.0554; 95% CI: -0.1124 ... 0.0016)	1171380.0	-0.0554	0.0291	0.057036	-0.1124 ... 0.0016	0.057	-0.112436	0.001636	1.0	0.0	0.0554	male_age_middle	unadjust	albumin_imputation	0.0749616	logistic	joint	unadjust	albumin_imputation
schizophrenia	primaries_against_albumin_linear	00000000_ripke_2022	male_joint_1_albumin_imputation	-0.0309 (0.0214)	(rg: -0.0309; 95% CI: -0.0728 ... 0.011)	1171380.0	-0.0309	0.0214	0.0419439999999999	-0.0728 ... 0.011	0.1493	-0.0728439999999999	0.0110439999999999	1.0	0.0	0.0309	male	joint_1	albumin_imputation	0.0551264	logistic	joint	adjust	albumin_imputation
schizophrenia	primaries_against_albumin_linear	00000000_ripke_2022	male_unadjust_albumin_imputation	-0.0274 (0.0221)	(rg: -0.0274; 95% CI: -0.0707 ... 0.0159)	1171380.0	-0.0274	0.0221	0.043316	-0.0707 ... 0.0159	0.215	-0.070716	0.015916	1.0	0.0	0.0274	male	unadjust	albumin_imputation	0.056929600000000004	logistic	joint	unadjust	albumin_imputation
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	female_joint_1_oestradiol_free_imputation_log	0.0356 (0.0459)	(rg: 0.0356; 95% CI: -0.0544 ... 0.1256)	1171380.0	0.0356	0.0459	0.089964	-0.0544 ... 0.1256	0.4377	-0.054364	0.125564	1.0	0.0	0.0356	female	joint_1	oestradiol_free_imputation_log	0.11823840000000001	logistic	joint	adjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	female_menstruation_regular_joint_1_oestradiol_free_imputation_log	0.0264 (0.123)	(rg: 0.0264; 95% CI: -0.2147 ... 0.2675)	1171381.0	0.0264	0.123	0.24108	-0.2147 ... 0.2675	0.8303	-0.2146799999999999	0.26748	1.0	0.0	0.0264	female_menstruation_regular	joint_1	oestradiol_free_imputation_log	0.316848	logistic	joint	adjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	female_menstruation_regular_unadjust_oestradiol_free_imputation_log	0.0554 (0.1167)	(rg: 0.0554; 95% CI: -0.1733 ... 0.2841)	1171381.0	0.0554	0.1167	0.228732	-0.1733 ... 0.2841	0.6346	-0.1733319999999999	0.284132	1.0	0.0	0.0554	female_menstruation_regular	unadjust	oestradiol_free_imputation_log	0.30061920000000003	logistic	joint	unadjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	female_perimenopause_joint_1_oestradiol_free_imputation_log	0.0565 (0.0714)	(rg: 0.0565; 95% CI: -0.0834 ... 0.1964)	1171380.0	0.0565	0.0714	0.139944	-0.0834 ... 0.1964	0.4289	-0.083444	0.196444	1.0	0.0	0.0565	female_perimenopause	joint_1	oestradiol_free_imputation_log	0.18392640000000002	logistic	joint	adjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	female_perimenopause_unadjust_oestradiol_free_imputation_log	0.043 (0.0713)	(rg: 0.043; 95% CI: -0.0967 ... 0.1827)	1171380.0	0.043	0.0713	0.139748	-0.0967 ... 0.1827	0.5462	-0.096748	0.182748	1.0	0.0	0.043	female_perimenopause	unadjust	oestradiol_free_imputation_log	0.18366880000000002	logistic	joint	unadjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	female_postmenopause_joint_1_oestradiol_free_imputation_log	-0.0296 (0.0341)	(rg: -0.0296; 95% CI: -0.0964 ... 0.0372)	1171380.0	-0.0296	0.0341	0.0668359999999999	-0.0964 ... 0.0372	0.3858	-0.096436	0.0372359999999999	1.0	0.0	0.0296	female_postmenopause	joint_1	oestradiol_free_imputation_log	0.08784159999999999	logistic	joint	adjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	female_postmenopause_unadjust_oestradiol_free_imputation_log	-0.0422 (0.032)	(rg: -0.0422; 95% CI: -0.1049 ... 0.0205)	1171380.0	-0.0422	0.032	0.06272	-0.1049 ... 0.0205	0.1871	-0.10492	0.0205199999999999	1.0	0.0	0.0422	female_postmenopause	unadjust	oestradiol_free_imputation_log	0.082432	logistic	joint	unadjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	female_premenopause_joint_1_oestradiol_free_imputation_log	0.0374 (0.1082)	(rg: 0.0374; 95% CI: -0.1747 ... 0.2495)	1171381.0	0.0374	0.1082	0.212072	-0.1747 ... 0.2495	0.7296	-0.174672	0.249472	1.0	0.0	0.0374	female_premenopause	joint_1	oestradiol_free_imputation_log	0.2787232	logistic	joint	adjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	female_premenopause_unadjust_oestradiol_free_imputation_log	0.081 (0.1057)	(rg: 0.081; 95% CI: -0.1262 ... 0.2882)	1171381.0	0.081	0.1057	0.207172	-0.1262 ... 0.2882	0.4433	-0.126172	0.288172	1.0	0.0	0.081	female_premenopause	unadjust	oestradiol_free_imputation_log	0.2722832	logistic	joint	unadjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	female_unadjust_oestradiol_free_imputation_log	-0.0051 (0.0414)	(rg: -0.0051; 95% CI: -0.0862 ... 0.076)	1171380.0	-0.0051	0.0414	0.081144	-0.0862 ... 0.076	0.9024	-0.0862439999999999	0.076044	1.0	0.0	0.0051	female	unadjust	oestradiol_free_imputation_log	0.1066464	logistic	joint	unadjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	male_age_high_joint_1_oestradiol_free_imputation_log	-0.0516 (0.0566)	(rg: -0.0516; 95% CI: -0.1625 ... 0.0593)	1171380.0	-0.0516	0.0566	0.1109359999999999	-0.1625 ... 0.0593	0.362	-0.1625359999999999	0.0593359999999999	1.0	0.0	0.0516	male_age_high	joint_1	oestradiol_free_imputation_log	0.1458016	logistic	joint	adjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	male_age_high_unadjust_oestradiol_free_imputation_log	-0.0737 (0.0552)	(rg: -0.0737; 95% CI: -0.1819 ... 0.0345)	1171380.0	-0.0737	0.0552	0.108192	-0.1819 ... 0.0345	0.1816	-0.181892	0.0344919999999999	1.0	0.0	0.0737	male_age_high	unadjust	oestradiol_free_imputation_log	0.1421952	logistic	joint	unadjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	male_age_low_joint_1_oestradiol_free_imputation_log	-0.1032 (0.0627)	(rg: -0.1032; 95% CI: -0.2261 ... 0.0197)	1171380.0	-0.1032	0.0627	0.122892	-0.2261 ... 0.0197	0.0996	-0.226092	0.019692	1.0	0.0	0.1032	male_age_low	joint_1	oestradiol_free_imputation_log	0.16151520000000003	logistic	joint	adjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	male_age_low_unadjust_oestradiol_free_imputation_log	-0.1259 (0.0598)	(rg: -0.1259; 95% CI: -0.2431 ... -0.0087)	1171380.0	-0.1259	0.0598	0.1172079999999999	-0.2431 ... -0.0087	0.0352	-0.243108	-0.008692	1.0	1.0	0.1259	male_age_low	unadjust	oestradiol_free_imputation_log	0.1540448	logistic	joint	unadjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	male_age_middle_joint_1_oestradiol_free_imputation_log	-0.0111 (0.0474)	(rg: -0.0111; 95% CI: -0.104 ... 0.0818)	1171380.0	-0.0111	0.0474	0.092904	-0.104 ... 0.0818	0.8147	-0.104004	0.081804	1.0	0.0	0.0111	male_age_middle	joint_1	oestradiol_free_imputation_log	0.1221024	logistic	joint	adjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	male_age_middle_unadjust_oestradiol_free_imputation_log	-0.0445 (0.0455)	(rg: -0.0445; 95% CI: -0.1337 ... 0.0447)	1171380.0	-0.0445	0.0455	0.08918	-0.1337 ... 0.0447	0.3282	-0.13368	0.04468	1.0	0.0	0.0445	male_age_middle	unadjust	oestradiol_free_imputation_log	0.117208	logistic	joint	unadjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	male_joint_1_oestradiol_free_imputation_log	-0.0432 (0.0314)	(rg: -0.0432; 95% CI: -0.1047 ... 0.0183)	1171380.0	-0.0432	0.0314	0.0615439999999999	-0.1047 ... 0.0183	0.169	-0.104744	0.0183439999999999	1.0	0.0	0.0432	male	joint_1	oestradiol_free_imputation_log	0.0808864	logistic	joint	adjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_oestradiol_free_linear	00000000_ripke_2022	male_unadjust_oestradiol_free_imputation_log	-0.0694 (0.0319)	(rg: -0.0694; 95% CI: -0.1319 ... -0.0069)	1171380.0	-0.0694	0.0319	0.062524	-0.1319 ... -0.0069	0.0294	-0.1319239999999999	-0.006876	1.0	1.0	0.0694	male	unadjust	oestradiol_free_imputation_log	0.0821744	logistic	joint	unadjust	oestradiol_free_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	female_joint_1_steroid_globulin_imputation_log	0.0238 (0.019)	(rg: 0.0238; 95% CI: -0.0134 ... 0.061)	1171380.0	0.0238	0.019	0.0372399999999999	-0.0134 ... 0.061	0.21	-0.0134399999999999	0.06104	1.0	0.0	0.0238	female	joint_1	steroid_globulin_imputation_log	0.048944	logistic	joint	adjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	female_male_priority_male_joint_1_steroid_globulin_imputation_log	0.028 (0.0177)	(rg: 0.028; 95% CI: -0.0067 ... 0.0627)	1171380.0	0.028	0.0177	0.034692	-0.0067 ... 0.0627	0.114	-0.006692	0.062692	1.0	0.0	0.028	female_male	joint_1	steroid_globulin_imputation_log	0.0455952	logistic	joint	adjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	female_male_priority_male_unadjust_steroid_globulin_imputation_log	0.0719 (0.018)	(rg: 0.0719; 95% CI: 0.0366 ... 0.1072)	1171380.0	0.0719	0.018	0.03528	0.0366 ... 0.1072	6.4918e-05	0.03662	0.10718	1.0	1.0	0.0719	female_male	unadjust	steroid_globulin_imputation_log	0.046368	logistic	joint	unadjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	female_menstruation_regular_joint_1_steroid_globulin_imputation_log	0.0101 (0.0344)	(rg: 0.0101; 95% CI: -0.0573 ... 0.0775)	1171381.0	0.0101	0.0344	0.067424	-0.0573 ... 0.0775	0.7682	-0.057324	0.077524	1.0	0.0	0.0101	female_menstruation_regular	joint_1	steroid_globulin_imputation_log	0.0886144	logistic	joint	adjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	female_menstruation_regular_unadjust_steroid_globulin_imputation_log	0.0795 (0.0336)	(rg: 0.0795; 95% CI: 0.0136 ... 0.1454)	1171381.0	0.0795	0.0336	0.065856	0.0136 ... 0.1454	0.0181	0.013644	0.1453559999999999	1.0	1.0	0.0795	female_menstruation_regular	unadjust	steroid_globulin_imputation_log	0.0865536	logistic	joint	unadjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	female_perimenopause_joint_1_steroid_globulin_imputation_log	0.0485 (0.0404)	(rg: 0.0485; 95% CI: -0.0307 ... 0.1277)	1171380.0	0.0485	0.0404	0.0791839999999999	-0.0307 ... 0.1277	0.2299	-0.0306839999999999	0.127684	1.0	0.0	0.0485	female_perimenopause	joint_1	steroid_globulin_imputation_log	0.1040704	logistic	joint	adjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	female_perimenopause_unadjust_steroid_globulin_imputation_log	0.1292 (0.0399)	(rg: 0.1292; 95% CI: 0.051 ... 0.2074)	1171380.0	0.1292	0.0399	0.078204	0.051 ... 0.2074	0.0012	0.050996	0.207404	1.0	1.0	0.1292	female_perimenopause	unadjust	steroid_globulin_imputation_log	0.1027824	logistic	joint	unadjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	female_postmenopause_joint_1_steroid_globulin_imputation_log	0.0171 (0.0197)	(rg: 0.0171; 95% CI: -0.0215 ... 0.0557)	1171380.0	0.0171	0.0197	0.0386119999999999	-0.0215 ... 0.0557	0.3861	-0.0215119999999999	0.055712	1.0	0.0	0.0171	female_postmenopause	joint_1	steroid_globulin_imputation_log	0.0507472	logistic	joint	adjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	female_postmenopause_unadjust_steroid_globulin_imputation_log	0.0648 (0.0205)	(rg: 0.0648; 95% CI: 0.0246 ... 0.105)	1171380.0	0.0648	0.0205	0.04018	0.0246 ... 0.105	0.0016	0.0246199999999999	0.1049799999999999	1.0	1.0	0.0648	female_postmenopause	unadjust	steroid_globulin_imputation_log	0.052808	logistic	joint	unadjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	female_premenopause_joint_1_steroid_globulin_imputation_log	0.0146 (0.0397)	(rg: 0.0146; 95% CI: -0.0632 ... 0.0924)	1171381.0	0.0146	0.0397	0.0778119999999999	-0.0632 ... 0.0924	0.7131	-0.0632119999999999	0.092412	1.0	0.0	0.0146	female_premenopause	joint_1	steroid_globulin_imputation_log	0.1022672	logistic	joint	adjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	female_premenopause_unadjust_steroid_globulin_imputation_log	0.112 (0.0435)	(rg: 0.112; 95% CI: 0.0267 ... 0.1973)	1171381.0	0.112	0.0435	0.0852599999999999	0.0267 ... 0.1973	0.0101	0.02674	0.19726	1.0	1.0	0.112	female_premenopause	unadjust	steroid_globulin_imputation_log	0.11205599999999999	logistic	joint	unadjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	female_unadjust_steroid_globulin_imputation_log	0.0756 (0.0195)	(rg: 0.0756; 95% CI: 0.0374 ... 0.1138)	1171380.0	0.0756	0.0195	0.03822	0.0374 ... 0.1138	0.0001	0.03738	0.11382	1.0	1.0	0.0756	female	unadjust	steroid_globulin_imputation_log	0.050232	logistic	joint	unadjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	male_age_high_joint_1_steroid_globulin_imputation_log	0.0466 (0.0237)	(rg: 0.0466; 95% CI: 0.0001 ... 0.0931)	1171380.0	0.0466	0.0237	0.046452	0.0001 ... 0.0931	0.0493	0.000148	0.093052	1.0	1.0	0.0466	male_age_high	joint_1	steroid_globulin_imputation_log	0.0610512	logistic	joint	adjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	male_age_high_unadjust_steroid_globulin_imputation_log	0.0727 (0.0253)	(rg: 0.0727; 95% CI: 0.0231 ... 0.1223)	1171380.0	0.0727	0.0253	0.049588	0.0231 ... 0.1223	0.0041	0.023112	0.122288	1.0	1.0	0.0727	male_age_high	unadjust	steroid_globulin_imputation_log	0.0651728	logistic	joint	unadjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	male_age_low_joint_1_steroid_globulin_imputation_log	0.0417 (0.0242)	(rg: 0.0417; 95% CI: -0.0057 ... 0.0891)	1171380.0	0.0417	0.0242	0.0474319999999999	-0.0057 ... 0.0891	0.0844	-0.0057319999999999	0.0891319999999999	1.0	0.0	0.0417	male_age_low	joint_1	steroid_globulin_imputation_log	0.0623392	logistic	joint	adjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	male_age_low_unadjust_steroid_globulin_imputation_log	0.0751 (0.0246)	(rg: 0.0751; 95% CI: 0.0269 ... 0.1233)	1171380.0	0.0751	0.0246	0.048216	0.0269 ... 0.1233	0.0022	0.0268839999999999	0.123316	1.0	1.0	0.0751	male_age_low	unadjust	steroid_globulin_imputation_log	0.0633696	logistic	joint	unadjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	male_age_middle_joint_1_steroid_globulin_imputation_log	0.0218 (0.0253)	(rg: 0.0218; 95% CI: -0.0278 ... 0.0714)	1171380.0	0.0218	0.0253	0.049588	-0.0278 ... 0.0714	0.3883	-0.027788	0.071388	1.0	0.0	0.0218	male_age_middle	joint_1	steroid_globulin_imputation_log	0.0651728	logistic	joint	adjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	male_age_middle_unadjust_steroid_globulin_imputation_log	0.046 (0.0248)	(rg: 0.046; 95% CI: -0.0026 ... 0.0946)	1171380.0	0.046	0.0248	0.048608	-0.0026 ... 0.0946	0.0633	-0.0026079999999999	0.094608	1.0	0.0	0.046	male_age_middle	unadjust	steroid_globulin_imputation_log	0.0638848	logistic	joint	unadjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	male_joint_1_steroid_globulin_imputation_log	0.0309 (0.0194)	(rg: 0.0309; 95% CI: -0.0071 ... 0.0689)	1171380.0	0.0309	0.0194	0.038024	-0.0071 ... 0.0689	0.1119	-0.007124	0.068924	1.0	0.0	0.0309	male	joint_1	steroid_globulin_imputation_log	0.0499744	logistic	joint	adjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_steroid_globulin_linear	00000000_ripke_2022	male_unadjust_steroid_globulin_imputation_log	0.0632 (0.0197)	(rg: 0.0632; 95% CI: 0.0246 ... 0.1018)	1171380.0	0.0632	0.0197	0.0386119999999999	0.0246 ... 0.1018	0.0013	0.024588	0.101812	1.0	1.0	0.0632	male	unadjust	steroid_globulin_imputation_log	0.0507472	logistic	joint	unadjust	steroid_globulin_imputation_log
schizophrenia	primaries_against_oestradiol_logistic	00000000_ripke_2022	female_joint_1_oestradiol_detection	0.0744 (0.049)	(rg: 0.0744; 95% CI: -0.0216 ... 0.1704)	1171382.0	0.0744	0.049	0.09604	-0.0216 ... 0.1704	0.1288	-0.02164	0.1704399999999999	1.0	0.0	0.0744	female	joint_1	oestradiol_detection	0.126224	logistic	joint	adjust	oestradiol_detection
schizophrenia	primaries_against_oestradiol_logistic	00000000_ripke_2022	female_menstruation_regular_joint_1_oestradiol_detection	0.0951 (0.1119)	(rg: 0.0951; 95% CI: -0.1242 ... 0.3144)	1171384.0	0.0951	0.1119	0.219324	-0.1242 ... 0.3144	0.3954	-0.1242239999999999	0.314424	1.0	0.0	0.0951	female_menstruation_regular	joint_1	oestradiol_detection	0.2882544	logistic	joint	adjust	oestradiol_detection
