phenotype_primary	design	study_primary	study_secondary	summary_error	summary_interval	variants	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute	cohort	model	phenotype_secondary	interval_99	dependence_type	model_context	model_adjustment	variable
alcohol_quantity	primaries_against_albumin_linear	30643251_liu_2019_alcohol_all	female_postmenopause_unadjust_albumin_imputation	0.1133 (0.0326)	(rg: 0.1133; 95% CI: 0.0494 ... 0.1772)	1173302.0	0.1133	0.0326	0.063896	0.0494 ... 0.1772	0.0005	0.049404	0.177196	1.0	1.0	0.1133	female_postmenopause	unadjust	albumin_imputation	0.0839776	linear	joint	unadjust	albumin_imputation
alcohol_quantity	primaries_against_albumin_linear	30643251_liu_2019_alcohol_all	female_premenopause_joint_1_albumin_imputation	0.0743 (0.0533)	(rg: 0.0743; 95% CI: -0.0302 ... 0.1788)	1173302.0	0.0743	0.0533	0.104468	-0.0302 ... 0.1788	0.1633	-0.030168	0.178768	1.0	0.0	0.0743	female_premenopause	joint_1	albumin_imputation	0.1373008	linear	joint	adjust	albumin_imputation
alcohol_quantity	primaries_against_albumin_linear	30643251_liu_2019_alcohol_all	female_premenopause_unadjust_albumin_imputation	0.131 (0.0551)	(rg: 0.131; 95% CI: 0.023 ... 0.239)	1173302.0	0.131	0.0551	0.107996	0.023 ... 0.239	0.0175	0.0230039999999999	0.238996	1.0	1.0	0.131	female_premenopause	unadjust	albumin_imputation	0.14193760000000002	linear	joint	unadjust	albumin_imputation
alcohol_quantity	primaries_against_albumin_linear	30643251_liu_2019_alcohol_all	female_unadjust_albumin_imputation	0.1009 (0.0293)	(rg: 0.1009; 95% CI: 0.0435 ... 0.1583)	1173302.0	0.1009	0.0293	0.057428	0.0435 ... 0.1583	0.0006	0.043472	0.158328	1.0	1.0	0.1009	female	unadjust	albumin_imputation	0.0754768	linear	joint	unadjust	albumin_imputation
alcohol_quantity	primaries_against_albumin_linear	30643251_liu_2019_alcohol_all	male_age_high_joint_1_albumin_imputation	-0.0052 (0.0452)	(rg: -0.0052; 95% CI: -0.0938 ... 0.0834)	1173302.0	-0.0052	0.0452	0.0885919999999999	-0.0938 ... 0.0834	0.9081	-0.0937919999999999	0.083392	1.0	0.0	0.0052	male_age_high	joint_1	albumin_imputation	0.11643519999999999	linear	joint	adjust	albumin_imputation
alcohol_quantity	primaries_against_albumin_linear	30643251_liu_2019_alcohol_all	male_age_high_unadjust_albumin_imputation	-0.0143 (0.0459)	(rg: -0.0143; 95% CI: -0.1043 ... 0.0757)	1173302.0	-0.0143	0.0459	0.089964	-0.1043 ... 0.0757	0.7556	-0.104264	0.075664	1.0	0.0	0.0143	male_age_high	unadjust	albumin_imputation	0.11823840000000001	linear	joint	unadjust	albumin_imputation
alcohol_quantity	primaries_against_albumin_linear	30643251_liu_2019_alcohol_all	male_age_low_joint_1_albumin_imputation	-0.001 (0.0443)	(rg: -0.001; 95% CI: -0.0878 ... 0.0858)	1173302.0	-0.001	0.0443	0.086828	-0.0878 ... 0.0858	0.9826	-0.087828	0.085828	1.0	0.0	0.001	male_age_low	joint_1	albumin_imputation	0.1141168	linear	joint	adjust	albumin_imputation
alcohol_quantity	primaries_against_albumin_linear	30643251_liu_2019_alcohol_all	male_age_low_unadjust_albumin_imputation	-0.01 (0.0459)	(rg: -0.01; 95% CI: -0.1 ... 0.08)	1173302.0	-0.01	0.0459	0.089964	-0.1 ... 0.08	0.8268	-0.099964	0.079964	1.0	0.0	0.01	male_age_low	unadjust	albumin_imputation	0.11823840000000001	linear	joint	unadjust	albumin_imputation
alcohol_quantity	primaries_against_albumin_linear	30643251_liu_2019_alcohol_all	male_age_middle_joint_1_albumin_imputation	0.0382 (0.0438)	(rg: 0.0382; 95% CI: -0.0476 ... 0.124)	1173302.0	0.0382	0.0438	0.085848	-0.0476 ... 0.124	0.3839	-0.0476479999999999	0.1240479999999999	1.0	0.0	0.0382	male_age_middle	joint_1	albumin_imputation	0.11282879999999999	linear	joint	adjust	albumin_imputation
alcohol_quantity	primaries_against_albumin_linear	30643251_liu_2019_alcohol_all	male_age_middle_unadjust_albumin_imputation	0.0376 (0.0445)	(rg: 0.0376; 95% CI: -0.0496 ... 0.1248)	1173302.0	0.0376	0.0445	0.0872199999999999	-0.0496 ... 0.1248	0.3986	-0.0496199999999999	0.1248199999999999	1.0	0.0	0.0376	male_age_middle	unadjust	albumin_imputation	0.114632	linear	joint	unadjust	albumin_imputation
alcohol_quantity	primaries_against_albumin_linear	30643251_liu_2019_alcohol_all	male_joint_1_albumin_imputation	0.0085 (0.0344)	(rg: 0.0085; 95% CI: -0.0589 ... 0.0759)	1173302.0	0.0085	0.0344	0.067424	-0.0589 ... 0.0759	0.8057	-0.058924	0.0759239999999999	1.0	0.0	0.0085	male	joint_1	albumin_imputation	0.0886144	linear	joint	adjust	albumin_imputation
alcohol_quantity	primaries_against_albumin_linear	30643251_liu_2019_alcohol_all	male_unadjust_albumin_imputation	0.0077 (0.0354)	(rg: 0.0077; 95% CI: -0.0617 ... 0.0771)	1173302.0	0.0077	0.0354	0.069384	-0.0617 ... 0.0771	0.8286	-0.061684	0.077084	1.0	0.0	0.0077	male	unadjust	albumin_imputation	0.0911904	linear	joint	unadjust	albumin_imputation
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	female_joint_1_oestradiol_free_imputation_log	-0.0809 (0.0579)	(rg: -0.0809; 95% CI: -0.1944 ... 0.0326)	1173302.0	-0.0809	0.0579	0.113484	-0.1944 ... 0.0326	0.1619	-0.194384	0.032584	1.0	0.0	0.0809	female	joint_1	oestradiol_free_imputation_log	0.14915040000000002	linear	joint	adjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	female_menstruation_regular_joint_1_oestradiol_free_imputation_log	-0.194 (0.2085)	(rg: -0.194; 95% CI: -0.6027 ... 0.2147)	1173302.0	-0.194	0.2085	0.4086599999999999	-0.6027 ... 0.2147	0.3522	-0.60266	0.2146599999999999	1.0	0.0	0.194	female_menstruation_regular	joint_1	oestradiol_free_imputation_log	0.537096	linear	joint	adjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	female_menstruation_regular_unadjust_oestradiol_free_imputation_log	-0.1411 (0.1604)	(rg: -0.1411; 95% CI: -0.4555 ... 0.1733)	1173302.0	-0.1411	0.1604	0.3143839999999999	-0.4555 ... 0.1733	0.3789	-0.4554839999999999	0.1732839999999999	1.0	0.0	0.1411	female_menstruation_regular	unadjust	oestradiol_free_imputation_log	0.41319039999999996	linear	joint	unadjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	female_perimenopause_joint_1_oestradiol_free_imputation_log	0.0229 (0.0786)	(rg: 0.0229; 95% CI: -0.1312 ... 0.177)	1173302.0	0.0229	0.0786	0.154056	-0.1312 ... 0.177	0.7711	-0.131156	0.176956	1.0	0.0	0.0229	female_perimenopause	joint_1	oestradiol_free_imputation_log	0.2024736	linear	joint	adjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	female_perimenopause_unadjust_oestradiol_free_imputation_log	0.0284 (0.0786)	(rg: 0.0284; 95% CI: -0.1257 ... 0.1825)	1173302.0	0.0284	0.0786	0.154056	-0.1257 ... 0.1825	0.718	-0.125656	0.182456	1.0	0.0	0.0284	female_perimenopause	unadjust	oestradiol_free_imputation_log	0.2024736	linear	joint	unadjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	female_postmenopause_joint_1_oestradiol_free_imputation_log	-0.0956 (0.042)	(rg: -0.0956; 95% CI: -0.1779 ... -0.0133)	1173302.0	-0.0956	0.042	0.08232	-0.1779 ... -0.0133	0.0227	-0.17792	-0.01328	1.0	1.0	0.0956	female_postmenopause	joint_1	oestradiol_free_imputation_log	0.10819200000000001	linear	joint	adjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	female_postmenopause_unadjust_oestradiol_free_imputation_log	-0.0876 (0.0382)	(rg: -0.0876; 95% CI: -0.1625 ... -0.0127)	1173302.0	-0.0876	0.0382	0.074872	-0.1625 ... -0.0127	0.0217	-0.162472	-0.012728	1.0	1.0	0.0876	female_postmenopause	unadjust	oestradiol_free_imputation_log	0.0984032	linear	joint	unadjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	female_premenopause_joint_1_oestradiol_free_imputation_log	-0.1396 (0.1432)	(rg: -0.1396; 95% CI: -0.4203 ... 0.1411)	1173302.0	-0.1396	0.1432	0.280672	-0.4203 ... 0.1411	0.3297	-0.420272	0.1410719999999999	1.0	0.0	0.1396	female_premenopause	joint_1	oestradiol_free_imputation_log	0.36888319999999997	linear	joint	adjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	female_premenopause_unadjust_oestradiol_free_imputation_log	-0.1004 (0.1245)	(rg: -0.1004; 95% CI: -0.3444 ... 0.1436)	1173302.0	-0.1004	0.1245	0.24402	-0.3444 ... 0.1436	0.4199	-0.34442	0.1436199999999999	1.0	0.0	0.1004	female_premenopause	unadjust	oestradiol_free_imputation_log	0.320712	linear	joint	unadjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	female_unadjust_oestradiol_free_imputation_log	-0.0899 (0.0506)	(rg: -0.0899; 95% CI: -0.1891 ... 0.0093)	1173302.0	-0.0899	0.0506	0.099176	-0.1891 ... 0.0093	0.0755	-0.189076	0.009276	1.0	0.0	0.0899	female	unadjust	oestradiol_free_imputation_log	0.1303456	linear	joint	unadjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	male_age_high_joint_1_oestradiol_free_imputation_log	-0.0883 (0.0613)	(rg: -0.0883; 95% CI: -0.2084 ... 0.0318)	1173302.0	-0.0883	0.0613	0.120148	-0.2084 ... 0.0318	0.15	-0.208448	0.031848	1.0	0.0	0.0883	male_age_high	joint_1	oestradiol_free_imputation_log	0.15790880000000002	linear	joint	adjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	male_age_high_unadjust_oestradiol_free_imputation_log	-0.0556 (0.0576)	(rg: -0.0556; 95% CI: -0.1685 ... 0.0573)	1173302.0	-0.0556	0.0576	0.112896	-0.1685 ... 0.0573	0.3343	-0.1684959999999999	0.057296	1.0	0.0	0.0556	male_age_high	unadjust	oestradiol_free_imputation_log	0.1483776	linear	joint	unadjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	male_age_low_joint_1_oestradiol_free_imputation_log	-0.0537 (0.0707)	(rg: -0.0537; 95% CI: -0.1923 ... 0.0849)	1173302.0	-0.0537	0.0707	0.138572	-0.1923 ... 0.0849	0.4473	-0.192272	0.084872	1.0	0.0	0.0537	male_age_low	joint_1	oestradiol_free_imputation_log	0.1821232	linear	joint	adjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	male_age_low_unadjust_oestradiol_free_imputation_log	-0.052 (0.0649)	(rg: -0.052; 95% CI: -0.1792 ... 0.0752)	1173302.0	-0.052	0.0649	0.1272039999999999	-0.1792 ... 0.0752	0.423	-0.1792039999999999	0.075204	1.0	0.0	0.052	male_age_low	unadjust	oestradiol_free_imputation_log	0.1671824	linear	joint	unadjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	male_age_middle_joint_1_oestradiol_free_imputation_log	0.0069 (0.0596)	(rg: 0.0069; 95% CI: -0.1099 ... 0.1237)	1173302.0	0.0069	0.0596	0.116816	-0.1099 ... 0.1237	0.9077	-0.109916	0.123716	1.0	0.0	0.0069	male_age_middle	joint_1	oestradiol_free_imputation_log	0.15352960000000002	linear	joint	adjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	male_age_middle_unadjust_oestradiol_free_imputation_log	0.0208 (0.055)	(rg: 0.0208; 95% CI: -0.087 ... 0.1286)	1173302.0	0.0208	0.055	0.1077999999999999	-0.087 ... 0.1286	0.7055	-0.087	0.1286	1.0	0.0	0.0208	male_age_middle	unadjust	oestradiol_free_imputation_log	0.14168	linear	joint	unadjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	male_joint_1_oestradiol_free_imputation_log	-0.0323 (0.0363)	(rg: -0.0323; 95% CI: -0.1034 ... 0.0388)	1173302.0	-0.0323	0.0363	0.071148	-0.1034 ... 0.0388	0.3742	-0.103448	0.038848	1.0	0.0	0.0323	male	joint_1	oestradiol_free_imputation_log	0.0935088	linear	joint	adjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_oestradiol_free_linear	30643251_liu_2019_alcohol_all	male_unadjust_oestradiol_free_imputation_log	-0.0136 (0.0338)	(rg: -0.0136; 95% CI: -0.0798 ... 0.0526)	1173302.0	-0.0136	0.0338	0.0662479999999999	-0.0798 ... 0.0526	0.6868	-0.0798479999999999	0.0526479999999999	1.0	0.0	0.0136	male	unadjust	oestradiol_free_imputation_log	0.08706879999999999	linear	joint	unadjust	oestradiol_free_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	female_joint_1_steroid_globulin_imputation_log	0.0521 (0.0253)	(rg: 0.0521; 95% CI: 0.0025 ... 0.1017)	1173302.0	0.0521	0.0253	0.049588	0.0025 ... 0.1017	0.0395	0.002512	0.101688	1.0	1.0	0.0521	female	joint_1	steroid_globulin_imputation_log	0.0651728	linear	joint	adjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	female_male_priority_male_joint_1_steroid_globulin_imputation_log	0.0433 (0.0243)	(rg: 0.0433; 95% CI: -0.0043 ... 0.0909)	1173302.0	0.0433	0.0243	0.047628	-0.0043 ... 0.0909	0.0751	-0.0043279999999999	0.090928	1.0	0.0	0.0433	female_male	joint_1	steroid_globulin_imputation_log	0.0625968	linear	joint	adjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	female_male_priority_male_unadjust_steroid_globulin_imputation_log	0.0516 (0.023)	(rg: 0.0516; 95% CI: 0.0065 ... 0.0967)	1173302.0	0.0516	0.023	0.0450799999999999	0.0065 ... 0.0967	0.0252	0.00652	0.0966799999999999	1.0	1.0	0.0516	female_male	unadjust	steroid_globulin_imputation_log	0.059248	linear	joint	unadjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	female_menstruation_regular_joint_1_steroid_globulin_imputation_log	0.075 (0.0404)	(rg: 0.075; 95% CI: -0.0042 ... 0.1542)	1173302.0	0.075	0.0404	0.0791839999999999	-0.0042 ... 0.1542	0.0633	-0.0041839999999999	0.154184	1.0	0.0	0.075	female_menstruation_regular	joint_1	steroid_globulin_imputation_log	0.1040704	linear	joint	adjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	female_menstruation_regular_unadjust_steroid_globulin_imputation_log	0.0884 (0.0379)	(rg: 0.0884; 95% CI: 0.0141 ... 0.1627)	1173302.0	0.0884	0.0379	0.074284	0.0141 ... 0.1627	0.0197	0.014116	0.162684	1.0	1.0	0.0884	female_menstruation_regular	unadjust	steroid_globulin_imputation_log	0.0976304	linear	joint	unadjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	female_perimenopause_joint_1_steroid_globulin_imputation_log	0.0398 (0.0481)	(rg: 0.0398; 95% CI: -0.0545 ... 0.1341)	1173302.0	0.0398	0.0481	0.094276	-0.0545 ... 0.1341	0.408	-0.054476	0.134076	1.0	0.0	0.0398	female_perimenopause	joint_1	steroid_globulin_imputation_log	0.12390559999999999	linear	joint	adjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	female_perimenopause_unadjust_steroid_globulin_imputation_log	0.085 (0.0442)	(rg: 0.085; 95% CI: -0.0016 ... 0.1716)	1173302.0	0.085	0.0442	0.086632	-0.0016 ... 0.1716	0.0546	-0.0016319999999999	0.171632	1.0	0.0	0.085	female_perimenopause	unadjust	steroid_globulin_imputation_log	0.11385920000000001	linear	joint	unadjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	female_postmenopause_joint_1_steroid_globulin_imputation_log	0.0537 (0.0253)	(rg: 0.0537; 95% CI: 0.0041 ... 0.1033)	1173302.0	0.0537	0.0253	0.049588	0.0041 ... 0.1033	0.0338	0.0041119999999999	0.1032879999999999	1.0	1.0	0.0537	female_postmenopause	joint_1	steroid_globulin_imputation_log	0.0651728	linear	joint	adjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	female_postmenopause_unadjust_steroid_globulin_imputation_log	0.0729 (0.0256)	(rg: 0.0729; 95% CI: 0.0227 ... 0.1231)	1173302.0	0.0729	0.0256	0.050176	0.0227 ... 0.1231	0.0044	0.022724	0.123076	1.0	1.0	0.0729	female_postmenopause	unadjust	steroid_globulin_imputation_log	0.06594560000000001	linear	joint	unadjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	female_premenopause_joint_1_steroid_globulin_imputation_log	0.078 (0.0503)	(rg: 0.078; 95% CI: -0.0206 ... 0.1766)	1173302.0	0.078	0.0503	0.098588	-0.0206 ... 0.1766	0.1212	-0.0205879999999999	0.176588	1.0	0.0	0.078	female_premenopause	joint_1	steroid_globulin_imputation_log	0.1295728	linear	joint	adjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	female_premenopause_unadjust_steroid_globulin_imputation_log	0.092 (0.0513)	(rg: 0.092; 95% CI: -0.0085 ... 0.1925)	1173302.0	0.092	0.0513	0.100548	-0.0085 ... 0.1925	0.073	-0.008548	0.192548	1.0	0.0	0.092	female_premenopause	unadjust	steroid_globulin_imputation_log	0.1321488	linear	joint	unadjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	female_unadjust_steroid_globulin_imputation_log	0.0722 (0.0245)	(rg: 0.0722; 95% CI: 0.0242 ... 0.1202)	1173302.0	0.0722	0.0245	0.04802	0.0242 ... 0.1202	0.0032	0.02418	0.12022	1.0	1.0	0.0722	female	unadjust	steroid_globulin_imputation_log	0.063112	linear	joint	unadjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	male_age_high_joint_1_steroid_globulin_imputation_log	0.0332 (0.0308)	(rg: 0.0332; 95% CI: -0.0272 ... 0.0936)	1173302.0	0.0332	0.0308	0.060368	-0.0272 ... 0.0936	0.2813	-0.0271679999999999	0.093568	1.0	0.0	0.0332	male_age_high	joint_1	steroid_globulin_imputation_log	0.0793408	linear	joint	adjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	male_age_high_unadjust_steroid_globulin_imputation_log	0.022 (0.0307)	(rg: 0.022; 95% CI: -0.0382 ... 0.0822)	1173302.0	0.022	0.0307	0.060172	-0.0382 ... 0.0822	0.4739	-0.038172	0.082172	1.0	0.0	0.022	male_age_high	unadjust	steroid_globulin_imputation_log	0.0790832	linear	joint	unadjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	male_age_low_joint_1_steroid_globulin_imputation_log	0.0532 (0.0336)	(rg: 0.0532; 95% CI: -0.0127 ... 0.1191)	1173302.0	0.0532	0.0336	0.065856	-0.0127 ... 0.1191	0.1131	-0.012656	0.119056	1.0	0.0	0.0532	male_age_low	joint_1	steroid_globulin_imputation_log	0.0865536	linear	joint	adjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	male_age_low_unadjust_steroid_globulin_imputation_log	0.0542 (0.0336)	(rg: 0.0542; 95% CI: -0.0117 ... 0.1201)	1173302.0	0.0542	0.0336	0.065856	-0.0117 ... 0.1201	0.1063	-0.011656	0.120056	1.0	0.0	0.0542	male_age_low	unadjust	steroid_globulin_imputation_log	0.0865536	linear	joint	unadjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	male_age_middle_joint_1_steroid_globulin_imputation_log	0.0413 (0.0329)	(rg: 0.0413; 95% CI: -0.0232 ... 0.1058)	1173302.0	0.0413	0.0329	0.064484	-0.0232 ... 0.1058	0.2093	-0.0231839999999999	0.105784	1.0	0.0	0.0413	male_age_middle	joint_1	steroid_globulin_imputation_log	0.0847504	linear	joint	adjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	male_age_middle_unadjust_steroid_globulin_imputation_log	0.0407 (0.0309)	(rg: 0.0407; 95% CI: -0.0199 ... 0.1013)	1173302.0	0.0407	0.0309	0.060564	-0.0199 ... 0.1013	0.1873	-0.019864	0.1012639999999999	1.0	0.0	0.0407	male_age_middle	unadjust	steroid_globulin_imputation_log	0.0795984	linear	joint	unadjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	male_joint_1_steroid_globulin_imputation_log	0.0396 (0.0264)	(rg: 0.0396; 95% CI: -0.0121 ... 0.0913)	1173302.0	0.0396	0.0264	0.051744	-0.0121 ... 0.0913	0.1331	-0.0121439999999999	0.091344	1.0	0.0	0.0396	male	joint_1	steroid_globulin_imputation_log	0.0680064	linear	joint	adjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_steroid_globulin_linear	30643251_liu_2019_alcohol_all	male_unadjust_steroid_globulin_imputation_log	0.0349 (0.0255)	(rg: 0.0349; 95% CI: -0.0151 ... 0.0849)	1173302.0	0.0349	0.0255	0.04998	-0.0151 ... 0.0849	0.1714	-0.0150799999999999	0.08488	1.0	0.0	0.0349	male	unadjust	steroid_globulin_imputation_log	0.065688	linear	joint	unadjust	steroid_globulin_imputation_log
alcohol_quantity	primaries_against_oestradiol_logistic	30643251_liu_2019_alcohol_all	female_joint_1_oestradiol_detection	-0.0162 (0.0602)	(rg: -0.0162; 95% CI: -0.1342 ... 0.1018)	1173302.0	-0.0162	0.0602	0.1179919999999999	-0.1342 ... 0.1018	0.7878	-0.1341919999999999	0.101792	1.0	0.0	0.0162	female	joint_1	oestradiol_detection	0.1550752	linear	joint	adjust	oestradiol_detection
