phenotype_primary	design	study_primary	study_secondary	summary_error	summary_interval	variants	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute	cohort	model	phenotype_secondary	interval_99	dependence_type	model_context	model_adjustment	variable
bipolar_type_2	primaries_against_albumin_linear	34002096_mullins_2021_bpd2	female_postmenopause_unadjust_albumin_imputation	0.0169 (0.0473)	(rg: 0.0169; 95% CI: -0.0758 ... 0.1096)	1114636.0	0.0169	0.0473	0.092708	-0.0758 ... 0.1096	0.7205	-0.075808	0.109608	1.0	0.0	0.0169	female_postmenopause	unadjust	albumin_imputation	0.1218448	logistic	joint	unadjust	albumin_imputation
bipolar_type_2	primaries_against_albumin_linear	34002096_mullins_2021_bpd2	female_premenopause_joint_1_albumin_imputation	-0.1037 (0.1023)	(rg: -0.1037; 95% CI: -0.3042 ... 0.0968)	1114637.0	-0.1037	0.1023	0.200508	-0.3042 ... 0.0968	0.3106	-0.304208	0.0968079999999999	1.0	0.0	0.1037	female_premenopause	joint_1	albumin_imputation	0.2635248	logistic	joint	adjust	albumin_imputation
bipolar_type_2	primaries_against_albumin_linear	34002096_mullins_2021_bpd2	female_premenopause_unadjust_albumin_imputation	-0.2321 (0.1006)	(rg: -0.2321; 95% CI: -0.4293 ... -0.0349)	1114637.0	-0.2321	0.1006	0.197176	-0.4293 ... -0.0349	0.021	-0.429276	-0.034924	1.0	1.0	0.2321	female_premenopause	unadjust	albumin_imputation	0.2591456	logistic	joint	unadjust	albumin_imputation
bipolar_type_2	primaries_against_albumin_linear	34002096_mullins_2021_bpd2	female_unadjust_albumin_imputation	-0.0105 (0.0436)	(rg: -0.0105; 95% CI: -0.096 ... 0.075)	1114636.0	-0.0105	0.0436	0.085456	-0.096 ... 0.075	0.8089	-0.095956	0.074956	1.0	0.0	0.0105	female	unadjust	albumin_imputation	0.1123136	logistic	joint	unadjust	albumin_imputation
bipolar_type_2	primaries_against_albumin_linear	34002096_mullins_2021_bpd2	male_age_high_joint_1_albumin_imputation	-0.1603 (0.0658)	(rg: -0.1603; 95% CI: -0.2893 ... -0.0313)	1114636.0	-0.1603	0.0658	0.128968	-0.2893 ... -0.0313	0.0149	-0.2892679999999999	-0.031332	1.0	1.0	0.1603	male_age_high	joint_1	albumin_imputation	0.1695008	logistic	joint	adjust	albumin_imputation
bipolar_type_2	primaries_against_albumin_linear	34002096_mullins_2021_bpd2	male_age_high_unadjust_albumin_imputation	-0.1794 (0.0668)	(rg: -0.1794; 95% CI: -0.3103 ... -0.0485)	1114636.0	-0.1794	0.0668	0.130928	-0.3103 ... -0.0485	0.0072	-0.310328	-0.048472	1.0	1.0	0.1794	male_age_high	unadjust	albumin_imputation	0.1720768	logistic	joint	unadjust	albumin_imputation
bipolar_type_2	primaries_against_albumin_linear	34002096_mullins_2021_bpd2	male_age_low_joint_1_albumin_imputation	0.0558 (0.0647)	(rg: 0.0558; 95% CI: -0.071 ... 0.1826)	1114636.0	0.0558	0.0647	0.1268119999999999	-0.071 ... 0.1826	0.3886	-0.0710119999999999	0.182612	1.0	0.0	0.0558	male_age_low	joint_1	albumin_imputation	0.1666672	logistic	joint	adjust	albumin_imputation
bipolar_type_2	primaries_against_albumin_linear	34002096_mullins_2021_bpd2	male_age_low_unadjust_albumin_imputation	0.0595 (0.0663)	(rg: 0.0595; 95% CI: -0.0704 ... 0.1894)	1114636.0	0.0595	0.0663	0.1299479999999999	-0.0704 ... 0.1894	0.3691	-0.0704479999999999	0.1894479999999999	1.0	0.0	0.0595	male_age_low	unadjust	albumin_imputation	0.1707888	logistic	joint	unadjust	albumin_imputation
bipolar_type_2	primaries_against_albumin_linear	34002096_mullins_2021_bpd2	male_age_middle_joint_1_albumin_imputation	0.0296 (0.0707)	(rg: 0.0296; 95% CI: -0.109 ... 0.1682)	1114636.0	0.0296	0.0707	0.138572	-0.109 ... 0.1682	0.6757	-0.108972	0.168172	1.0	0.0	0.0296	male_age_middle	joint_1	albumin_imputation	0.1821232	logistic	joint	adjust	albumin_imputation
bipolar_type_2	primaries_against_albumin_linear	34002096_mullins_2021_bpd2	male_age_middle_unadjust_albumin_imputation	0.01 (0.0694)	(rg: 0.01; 95% CI: -0.126 ... 0.146)	1114636.0	0.01	0.0694	0.136024	-0.126 ... 0.146	0.8854	-0.126024	0.146024	1.0	0.0	0.01	male_age_middle	unadjust	albumin_imputation	0.1787744	logistic	joint	unadjust	albumin_imputation
bipolar_type_2	primaries_against_albumin_linear	34002096_mullins_2021_bpd2	male_joint_1_albumin_imputation	-0.0378 (0.0447)	(rg: -0.0378; 95% CI: -0.1254 ... 0.0498)	1114636.0	-0.0378	0.0447	0.087612	-0.1254 ... 0.0498	0.3972	-0.125412	0.0498119999999999	1.0	0.0	0.0378	male	joint_1	albumin_imputation	0.11514719999999999	logistic	joint	adjust	albumin_imputation
bipolar_type_2	primaries_against_albumin_linear	34002096_mullins_2021_bpd2	male_unadjust_albumin_imputation	-0.0324 (0.0464)	(rg: -0.0324; 95% CI: -0.1233 ... 0.0585)	1114636.0	-0.0324	0.0464	0.090944	-0.1233 ... 0.0585	0.4845	-0.123344	0.058544	1.0	0.0	0.0324	male	unadjust	albumin_imputation	0.11952639999999999	logistic	joint	unadjust	albumin_imputation
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	female_joint_1_oestradiol_free_imputation_log	-0.0865 (0.0961)	(rg: -0.0865; 95% CI: -0.2749 ... 0.1019)	1114636.0	-0.0865	0.0961	0.188356	-0.2749 ... 0.1019	0.3682	-0.274856	0.101856	1.0	0.0	0.0865	female	joint_1	oestradiol_free_imputation_log	0.2475536	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	female_menstruation_regular_joint_1_oestradiol_free_imputation_log	-0.0255 (0.2477)	(rg: -0.0255; 95% CI: -0.511 ... 0.46)	1114637.0	-0.0255	0.2477	0.485492	-0.511 ... 0.46	0.9181	-0.510992	0.4599919999999999	1.0	0.0	0.0255	female_menstruation_regular	joint_1	oestradiol_free_imputation_log	0.6380752000000001	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	female_menstruation_regular_unadjust_oestradiol_free_imputation_log	-0.0245 (0.2619)	(rg: -0.0245; 95% CI: -0.5378 ... 0.4888)	1114637.0	-0.0245	0.2619	0.513324	-0.5378 ... 0.4888	0.9254	-0.537824	0.488824	1.0	0.0	0.0245	female_menstruation_regular	unadjust	oestradiol_free_imputation_log	0.6746544000000001	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	female_perimenopause_joint_1_oestradiol_free_imputation_log	-0.0987 (0.1667)	(rg: -0.0987; 95% CI: -0.4254 ... 0.228)	1114636.0	-0.0987	0.1667	0.3267319999999999	-0.4254 ... 0.228	0.5539	-0.425432	0.2280319999999999	1.0	0.0	0.0987	female_perimenopause	joint_1	oestradiol_free_imputation_log	0.4294192	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	female_perimenopause_unadjust_oestradiol_free_imputation_log	-0.1269 (0.168)	(rg: -0.1269; 95% CI: -0.4562 ... 0.2024)	1114636.0	-0.1269	0.168	0.32928	-0.4562 ... 0.2024	0.4498	-0.45618	0.20238	1.0	0.0	0.1269	female_perimenopause	unadjust	oestradiol_free_imputation_log	0.43276800000000004	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	female_postmenopause_joint_1_oestradiol_free_imputation_log	-0.077 (0.0708)	(rg: -0.077; 95% CI: -0.2158 ... 0.0618)	1114636.0	-0.077	0.0708	0.138768	-0.2158 ... 0.0618	0.2767	-0.215768	0.061768	1.0	0.0	0.077	female_postmenopause	joint_1	oestradiol_free_imputation_log	0.1823808	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	female_postmenopause_unadjust_oestradiol_free_imputation_log	0.0316 (0.0672)	(rg: 0.0316; 95% CI: -0.1001 ... 0.1633)	1114636.0	0.0316	0.0672	0.131712	-0.1001 ... 0.1633	0.6377	-0.1001119999999999	0.163312	1.0	0.0	0.0316	female_postmenopause	unadjust	oestradiol_free_imputation_log	0.1731072	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	female_premenopause_joint_1_oestradiol_free_imputation_log	0.0826 (0.2224)	(rg: 0.0826; 95% CI: -0.3533 ... 0.5185)	1114637.0	0.0826	0.2224	0.4359039999999999	-0.3533 ... 0.5185	0.7102	-0.3533039999999999	0.518504	1.0	0.0	0.0826	female_premenopause	joint_1	oestradiol_free_imputation_log	0.5729024	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	female_premenopause_unadjust_oestradiol_free_imputation_log	0.2459 (0.2697)	(rg: 0.2459; 95% CI: -0.2827 ... 0.7745)	1114637.0	0.2459	0.2697	0.528612	-0.2827 ... 0.7745	0.362	-0.2827119999999999	0.774512	1.0	0.0	0.2459	female_premenopause	unadjust	oestradiol_free_imputation_log	0.6947472	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	female_unadjust_oestradiol_free_imputation_log	0.0229 (0.0933)	(rg: 0.0229; 95% CI: -0.16 ... 0.2058)	1114636.0	0.0229	0.0933	0.1828679999999999	-0.16 ... 0.2058	0.8062	-0.1599679999999999	0.2057679999999999	1.0	0.0	0.0229	female	unadjust	oestradiol_free_imputation_log	0.2403408	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	male_age_high_joint_1_oestradiol_free_imputation_log	-0.0093 (0.1141)	(rg: -0.0093; 95% CI: -0.2329 ... 0.2143)	1114636.0	-0.0093	0.1141	0.2236359999999999	-0.2329 ... 0.2143	0.9349	-0.2329359999999999	0.2143359999999999	1.0	0.0	0.0093	male_age_high	joint_1	oestradiol_free_imputation_log	0.2939216	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	male_age_high_unadjust_oestradiol_free_imputation_log	0.047 (0.1098)	(rg: 0.047; 95% CI: -0.1682 ... 0.2622)	1114636.0	0.047	0.1098	0.2152079999999999	-0.1682 ... 0.2622	0.6685	-0.1682079999999999	0.262208	1.0	0.0	0.047	male_age_high	unadjust	oestradiol_free_imputation_log	0.2828448	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	male_age_low_joint_1_oestradiol_free_imputation_log	-0.0186 (0.1133)	(rg: -0.0186; 95% CI: -0.2407 ... 0.2035)	1114636.0	-0.0186	0.1133	0.222068	-0.2407 ... 0.2035	0.8696	-0.240668	0.2034679999999999	1.0	0.0	0.0186	male_age_low	joint_1	oestradiol_free_imputation_log	0.2918608	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	male_age_low_unadjust_oestradiol_free_imputation_log	0.0143 (0.1055)	(rg: 0.0143; 95% CI: -0.1925 ... 0.2211)	1114636.0	0.0143	0.1055	0.20678	-0.1925 ... 0.2211	0.8921	-0.1924799999999999	0.22108	1.0	0.0	0.0143	male_age_low	unadjust	oestradiol_free_imputation_log	0.271768	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	male_age_middle_joint_1_oestradiol_free_imputation_log	-0.0422 (0.1043)	(rg: -0.0422; 95% CI: -0.2466 ... 0.1622)	1114636.0	-0.0422	0.1043	0.204428	-0.2466 ... 0.1622	0.6859	-0.246628	0.1622279999999999	1.0	0.0	0.0422	male_age_middle	joint_1	oestradiol_free_imputation_log	0.2686768	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	male_age_middle_unadjust_oestradiol_free_imputation_log	-0.0189 (0.0971)	(rg: -0.0189; 95% CI: -0.2092 ... 0.1714)	1114636.0	-0.0189	0.0971	0.190316	-0.2092 ... 0.1714	0.846	-0.209216	0.171416	1.0	0.0	0.0189	male_age_middle	unadjust	oestradiol_free_imputation_log	0.2501296	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	male_joint_1_oestradiol_free_imputation_log	-0.0091 (0.0614)	(rg: -0.0091; 95% CI: -0.1294 ... 0.1112)	1114636.0	-0.0091	0.0614	0.120344	-0.1294 ... 0.1112	0.8821	-0.129444	0.111244	1.0	0.0	0.0091	male	joint_1	oestradiol_free_imputation_log	0.1581664	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd2	male_unadjust_oestradiol_free_imputation_log	0.039 (0.0619)	(rg: 0.039; 95% CI: -0.0823 ... 0.1603)	1114636.0	0.039	0.0619	0.1213239999999999	-0.0823 ... 0.1603	0.5286	-0.0823239999999999	0.160324	1.0	0.0	0.039	male	unadjust	oestradiol_free_imputation_log	0.1594544	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_joint_1_steroid_globulin_imputation_log	0.0407 (0.0368)	(rg: 0.0407; 95% CI: -0.0314 ... 0.1128)	1114636.0	0.0407	0.0368	0.072128	-0.0314 ... 0.1128	0.269	-0.031428	0.112828	1.0	0.0	0.0407	female	joint_1	steroid_globulin_imputation_log	0.0947968	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_male_priority_male_joint_1_steroid_globulin_imputation_log	0.0304 (0.0335)	(rg: 0.0304; 95% CI: -0.0353 ... 0.0961)	1114636.0	0.0304	0.0335	0.06566	-0.0353 ... 0.0961	0.3655	-0.03526	0.0960599999999999	1.0	0.0	0.0304	female_male	joint_1	steroid_globulin_imputation_log	0.08629600000000001	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_male_priority_male_unadjust_steroid_globulin_imputation_log	0.002 (0.0337)	(rg: 0.002; 95% CI: -0.0641 ... 0.0681)	1114636.0	0.002	0.0337	0.066052	-0.0641 ... 0.0681	0.9532	-0.064052	0.068052	1.0	0.0	0.002	female_male	unadjust	steroid_globulin_imputation_log	0.0868112	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_menstruation_regular_joint_1_steroid_globulin_imputation_log	0.086 (0.0736)	(rg: 0.086; 95% CI: -0.0583 ... 0.2303)	1114637.0	0.086	0.0736	0.144256	-0.0583 ... 0.2303	0.2425	-0.058256	0.230256	1.0	0.0	0.086	female_menstruation_regular	joint_1	steroid_globulin_imputation_log	0.1895936	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_menstruation_regular_unadjust_steroid_globulin_imputation_log	0.0362 (0.0742)	(rg: 0.0362; 95% CI: -0.1092 ... 0.1816)	1114637.0	0.0362	0.0742	0.145432	-0.1092 ... 0.1816	0.6262	-0.109232	0.181632	1.0	0.0	0.0362	female_menstruation_regular	unadjust	steroid_globulin_imputation_log	0.1911392	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_perimenopause_joint_1_steroid_globulin_imputation_log	-0.0235 (0.0752)	(rg: -0.0235; 95% CI: -0.1709 ... 0.1239)	1114636.0	-0.0235	0.0752	0.147392	-0.1709 ... 0.1239	0.754	-0.170892	0.123892	1.0	0.0	0.0235	female_perimenopause	joint_1	steroid_globulin_imputation_log	0.1937152	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_perimenopause_unadjust_steroid_globulin_imputation_log	-0.0368 (0.0786)	(rg: -0.0368; 95% CI: -0.1909 ... 0.1173)	1114636.0	-0.0368	0.0786	0.154056	-0.1909 ... 0.1173	0.6399	-0.190856	0.117256	1.0	0.0	0.0368	female_perimenopause	unadjust	steroid_globulin_imputation_log	0.2024736	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_postmenopause_joint_1_steroid_globulin_imputation_log	0.0303 (0.039)	(rg: 0.0303; 95% CI: -0.0461 ... 0.1067)	1114636.0	0.0303	0.039	0.07644	-0.0461 ... 0.1067	0.4361	-0.0461399999999999	0.10674	1.0	0.0	0.0303	female_postmenopause	joint_1	steroid_globulin_imputation_log	0.100464	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_postmenopause_unadjust_steroid_globulin_imputation_log	0.0251 (0.041)	(rg: 0.0251; 95% CI: -0.0553 ... 0.1055)	1114636.0	0.0251	0.041	0.08036	-0.0553 ... 0.1055	0.5394	-0.05526	0.10546	1.0	0.0	0.0251	female_postmenopause	unadjust	steroid_globulin_imputation_log	0.105616	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_premenopause_joint_1_steroid_globulin_imputation_log	0.0977 (0.098)	(rg: 0.0977; 95% CI: -0.0944 ... 0.2898)	1114637.0	0.0977	0.098	0.19208	-0.0944 ... 0.2898	0.3191	-0.09438	0.28978	1.0	0.0	0.0977	female_premenopause	joint_1	steroid_globulin_imputation_log	0.252448	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_premenopause_unadjust_steroid_globulin_imputation_log	0.0061 (0.0918)	(rg: 0.0061; 95% CI: -0.1738 ... 0.186)	1114637.0	0.0061	0.0918	0.179928	-0.1738 ... 0.186	0.9474	-0.173828	0.186028	1.0	0.0	0.0061	female_premenopause	unadjust	steroid_globulin_imputation_log	0.23647680000000001	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	female_unadjust_steroid_globulin_imputation_log	0.0239 (0.0384)	(rg: 0.0239; 95% CI: -0.0514 ... 0.0992)	1114636.0	0.0239	0.0384	0.075264	-0.0514 ... 0.0992	0.534	-0.0513639999999999	0.099164	1.0	0.0	0.0239	female	unadjust	steroid_globulin_imputation_log	0.09891839999999999	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_age_high_joint_1_steroid_globulin_imputation_log	0.0399 (0.0535)	(rg: 0.0399; 95% CI: -0.065 ... 0.1448)	1114636.0	0.0399	0.0535	0.10486	-0.065 ... 0.1448	0.4556	-0.0649599999999999	0.14476	1.0	0.0	0.0399	male_age_high	joint_1	steroid_globulin_imputation_log	0.137816	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_age_high_unadjust_steroid_globulin_imputation_log	-0.0075 (0.056)	(rg: -0.0075; 95% CI: -0.1173 ... 0.1023)	1114636.0	-0.0075	0.056	0.10976	-0.1173 ... 0.1023	0.8935	-0.11726	0.1022599999999999	1.0	0.0	0.0075	male_age_high	unadjust	steroid_globulin_imputation_log	0.144256	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_age_low_joint_1_steroid_globulin_imputation_log	-0.092 (0.0482)	(rg: -0.092; 95% CI: -0.1865 ... 0.0025)	1114636.0	-0.092	0.0482	0.094472	-0.1865 ... 0.0025	0.0562	-0.186472	0.002472	1.0	0.0	0.092	male_age_low	joint_1	steroid_globulin_imputation_log	0.1241632	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_age_low_unadjust_steroid_globulin_imputation_log	-0.0981 (0.0499)	(rg: -0.0981; 95% CI: -0.1959 ... -0.0003)	1114636.0	-0.0981	0.0499	0.097804	-0.1959 ... -0.0003	0.0492	-0.195904	-0.000296	1.0	1.0	0.0981	male_age_low	unadjust	steroid_globulin_imputation_log	0.1285424	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_age_middle_joint_1_steroid_globulin_imputation_log	0.0821 (0.051)	(rg: 0.0821; 95% CI: -0.0179 ... 0.1821)	1114636.0	0.0821	0.051	0.09996	-0.0179 ... 0.1821	0.1073	-0.0178599999999999	0.18206	1.0	0.0	0.0821	male_age_middle	joint_1	steroid_globulin_imputation_log	0.131376	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_age_middle_unadjust_steroid_globulin_imputation_log	0.0686 (0.0512)	(rg: 0.0686; 95% CI: -0.0318 ... 0.169)	1114636.0	0.0686	0.0512	0.100352	-0.0318 ... 0.169	0.1803	-0.031752	0.168952	1.0	0.0	0.0686	male_age_middle	unadjust	steroid_globulin_imputation_log	0.13189120000000001	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_joint_1_steroid_globulin_imputation_log	0.0106 (0.0384)	(rg: 0.0106; 95% CI: -0.0647 ... 0.0859)	1114636.0	0.0106	0.0384	0.075264	-0.0647 ... 0.0859	0.7834	-0.064664	0.085864	1.0	0.0	0.0106	male	joint_1	steroid_globulin_imputation_log	0.09891839999999999	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_2	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd2	male_unadjust_steroid_globulin_imputation_log	-0.0215 (0.038)	(rg: -0.0215; 95% CI: -0.096 ... 0.053)	1114636.0	-0.0215	0.038	0.0744799999999999	-0.096 ... 0.053	0.5722	-0.0959799999999999	0.0529799999999999	1.0	0.0	0.0215	male	unadjust	steroid_globulin_imputation_log	0.097888	logistic	joint	unadjust	steroid_globulin_imputation_log
