phenotype_primary	design	study_primary	study_secondary	summary_error	summary_interval	variants	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute	cohort	model	phenotype_secondary	interval_99	dependence_type	model_context	model_adjustment	variable
alcohol_dependence	primaries_against_albumin_linear	30482948_walters_2018_eur_unrel_meta	female_postmenopause_unadjust_albumin_imputation	-0.0377 (0.0643)	(rg: -0.0377; 95% CI: -0.1637 ... 0.0883)	1173184.0	-0.0377	0.0643	0.126028	-0.1637 ... 0.0883	0.5571	-0.1637279999999999	0.088328	1.0	0.0	0.0377	female_postmenopause	unadjust	albumin_imputation	0.1656368	logistic	joint	unadjust	albumin_imputation
alcohol_dependence	primaries_against_albumin_linear	30482948_walters_2018_eur_unrel_meta	female_premenopause_joint_1_albumin_imputation	0.2916 (0.1462)	(rg: 0.2916; 95% CI: 0.005 ... 0.5782)	1173185.0	0.2916	0.1462	0.286552	0.005 ... 0.5782	0.0461	0.005048	0.578152	1.0	1.0	0.2916	female_premenopause	joint_1	albumin_imputation	0.3766112	logistic	joint	adjust	albumin_imputation
alcohol_dependence	primaries_against_albumin_linear	30482948_walters_2018_eur_unrel_meta	female_premenopause_unadjust_albumin_imputation	0.2386 (0.1451)	(rg: 0.2386; 95% CI: -0.0458 ... 0.523)	1173185.0	0.2386	0.1451	0.284396	-0.0458 ... 0.523	0.1	-0.0457959999999999	0.522996	1.0	0.0	0.2386	female_premenopause	unadjust	albumin_imputation	0.37377760000000004	logistic	joint	unadjust	albumin_imputation
alcohol_dependence	primaries_against_albumin_linear	30482948_walters_2018_eur_unrel_meta	female_unadjust_albumin_imputation	-0.0005 (0.0619)	(rg: -0.0005; 95% CI: -0.1218 ... 0.1208)	1173184.0	-0.0005	0.0619	0.1213239999999999	-0.1218 ... 0.1208	0.9936	-0.1218239999999999	0.1208239999999999	1.0	0.0	0.0005	female	unadjust	albumin_imputation	0.1594544	logistic	joint	unadjust	albumin_imputation
alcohol_dependence	primaries_against_albumin_linear	30482948_walters_2018_eur_unrel_meta	male_age_high_joint_1_albumin_imputation	-0.1002 (0.0871)	(rg: -0.1002; 95% CI: -0.2709 ... 0.0705)	1173184.0	-0.1002	0.0871	0.1707159999999999	-0.2709 ... 0.0705	0.25	-0.270916	0.0705159999999999	1.0	0.0	0.1002	male_age_high	joint_1	albumin_imputation	0.2243696	logistic	joint	adjust	albumin_imputation
alcohol_dependence	primaries_against_albumin_linear	30482948_walters_2018_eur_unrel_meta	male_age_high_unadjust_albumin_imputation	-0.1248 (0.0886)	(rg: -0.1248; 95% CI: -0.2985 ... 0.0489)	1173184.0	-0.1248	0.0886	0.173656	-0.2985 ... 0.0489	0.1592	-0.298456	0.048856	1.0	0.0	0.1248	male_age_high	unadjust	albumin_imputation	0.2282336	logistic	joint	unadjust	albumin_imputation
alcohol_dependence	primaries_against_albumin_linear	30482948_walters_2018_eur_unrel_meta	male_age_low_joint_1_albumin_imputation	-0.0777 (0.0897)	(rg: -0.0777; 95% CI: -0.2535 ... 0.0981)	1173184.0	-0.0777	0.0897	0.175812	-0.2535 ... 0.0981	0.3861	-0.253512	0.0981119999999999	1.0	0.0	0.0777	male_age_low	joint_1	albumin_imputation	0.2310672	logistic	joint	adjust	albumin_imputation
alcohol_dependence	primaries_against_albumin_linear	30482948_walters_2018_eur_unrel_meta	male_age_low_unadjust_albumin_imputation	-0.0989 (0.0882)	(rg: -0.0989; 95% CI: -0.2718 ... 0.074)	1173184.0	-0.0989	0.0882	0.172872	-0.2718 ... 0.074	0.2625	-0.271772	0.073972	1.0	0.0	0.0989	male_age_low	unadjust	albumin_imputation	0.2272032	logistic	joint	unadjust	albumin_imputation
alcohol_dependence	primaries_against_albumin_linear	30482948_walters_2018_eur_unrel_meta	male_age_middle_joint_1_albumin_imputation	0.1051 (0.0872)	(rg: 0.1051; 95% CI: -0.0658 ... 0.276)	1173184.0	0.1051	0.0872	0.170912	-0.0658 ... 0.276	0.2281	-0.065812	0.276012	1.0	0.0	0.1051	male_age_middle	joint_1	albumin_imputation	0.2246272	logistic	joint	adjust	albumin_imputation
alcohol_dependence	primaries_against_albumin_linear	30482948_walters_2018_eur_unrel_meta	male_age_middle_unadjust_albumin_imputation	0.0812 (0.0869)	(rg: 0.0812; 95% CI: -0.0891 ... 0.2515)	1173184.0	0.0812	0.0869	0.170324	-0.0891 ... 0.2515	0.3501	-0.089124	0.2515239999999999	1.0	0.0	0.0812	male_age_middle	unadjust	albumin_imputation	0.2238544	logistic	joint	unadjust	albumin_imputation
alcohol_dependence	primaries_against_albumin_linear	30482948_walters_2018_eur_unrel_meta	male_joint_1_albumin_imputation	-0.0276 (0.0611)	(rg: -0.0276; 95% CI: -0.1474 ... 0.0922)	1173184.0	-0.0276	0.0611	0.119756	-0.1474 ... 0.0922	0.6514	-0.147356	0.092156	1.0	0.0	0.0276	male	joint_1	albumin_imputation	0.1573936	logistic	joint	adjust	albumin_imputation
alcohol_dependence	primaries_against_albumin_linear	30482948_walters_2018_eur_unrel_meta	male_unadjust_albumin_imputation	-0.0245 (0.0616)	(rg: -0.0245; 95% CI: -0.1452 ... 0.0962)	1173184.0	-0.0245	0.0616	0.120736	-0.1452 ... 0.0962	0.6915	-0.145236	0.0962359999999999	1.0	0.0	0.0245	male	unadjust	albumin_imputation	0.1586816	logistic	joint	unadjust	albumin_imputation
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	female_joint_1_oestradiol_free_imputation_log	-0.1665 (0.1396)	(rg: -0.1665; 95% CI: -0.4401 ... 0.1071)	1173184.0	-0.1665	0.1396	0.273616	-0.4401 ... 0.1071	0.233	-0.440116	0.107116	1.0	0.0	0.1665	female	joint_1	oestradiol_free_imputation_log	0.35960960000000003	logistic	joint	adjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	female_menstruation_regular_joint_1_oestradiol_free_imputation_log	-0.6287 (0.5581)	(rg: -0.6287; 95% CI: -1.7226 ... 0.4652)	1173185.0	-0.6287	0.5581	1.093876	-1.7226 ... 0.4652	0.2599	-1.722576	0.465176	1.0	0.0	0.6287	female_menstruation_regular	joint_1	oestradiol_free_imputation_log	1.4376656	logistic	joint	adjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	female_menstruation_regular_unadjust_oestradiol_free_imputation_log	-0.7099 (0.5138)	(rg: -0.7099; 95% CI: -1.7169 ... 0.2971)	1173185.0	-0.7099	0.5138	1.007048	-1.7169 ... 0.2971	0.1671	-1.716948	0.2971479999999999	1.0	0.0	0.7099	female_menstruation_regular	unadjust	oestradiol_free_imputation_log	1.3235488000000002	logistic	joint	unadjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	female_perimenopause_joint_1_oestradiol_free_imputation_log	-0.2968 (0.2084)	(rg: -0.2968; 95% CI: -0.7053 ... 0.1117)	1173184.0	-0.2968	0.2084	0.408464	-0.7053 ... 0.1117	0.1544	-0.705264	0.1116639999999999	1.0	0.0	0.2968	female_perimenopause	joint_1	oestradiol_free_imputation_log	0.5368384	logistic	joint	adjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	female_perimenopause_unadjust_oestradiol_free_imputation_log	-0.3485 (0.2126)	(rg: -0.3485; 95% CI: -0.7652 ... 0.0682)	1173184.0	-0.3485	0.2126	0.416696	-0.7652 ... 0.0682	0.1012	-0.765196	0.068196	1.0	0.0	0.3485	female_perimenopause	unadjust	oestradiol_free_imputation_log	0.5476576000000001	logistic	joint	unadjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	female_postmenopause_joint_1_oestradiol_free_imputation_log	-0.0994 (0.1057)	(rg: -0.0994; 95% CI: -0.3066 ... 0.1078)	1173184.0	-0.0994	0.1057	0.207172	-0.3066 ... 0.1078	0.3467	-0.306572	0.1077719999999999	1.0	0.0	0.0994	female_postmenopause	joint_1	oestradiol_free_imputation_log	0.2722832	logistic	joint	adjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	female_postmenopause_unadjust_oestradiol_free_imputation_log	0.1146 (0.0994)	(rg: 0.1146; 95% CI: -0.0802 ... 0.3094)	1173184.0	0.1146	0.0994	0.194824	-0.0802 ... 0.3094	0.2489	-0.080224	0.309424	1.0	0.0	0.1146	female_postmenopause	unadjust	oestradiol_free_imputation_log	0.2560544	logistic	joint	unadjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	female_premenopause_joint_1_oestradiol_free_imputation_log	0.1659 (0.3178)	(rg: 0.1659; 95% CI: -0.457 ... 0.7888)	1173185.0	0.1659	0.3178	0.622888	-0.457 ... 0.7888	0.6015	-0.456988	0.788788	1.0	0.0	0.1659	female_premenopause	joint_1	oestradiol_free_imputation_log	0.8186528000000001	logistic	joint	adjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	female_premenopause_unadjust_oestradiol_free_imputation_log	0.0134 (0.294)	(rg: 0.0134; 95% CI: -0.5628 ... 0.5896)	1173185.0	0.0134	0.294	0.57624	-0.5628 ... 0.5896	0.9637	-0.56284	0.5896399999999999	1.0	0.0	0.0134	female_premenopause	unadjust	oestradiol_free_imputation_log	0.757344	logistic	joint	unadjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	female_unadjust_oestradiol_free_imputation_log	-0.0196 (0.1252)	(rg: -0.0196; 95% CI: -0.265 ... 0.2258)	1173184.0	-0.0196	0.1252	0.245392	-0.265 ... 0.2258	0.8754	-0.264992	0.225792	1.0	0.0	0.0196	female	unadjust	oestradiol_free_imputation_log	0.3225152	logistic	joint	unadjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	male_age_high_joint_1_oestradiol_free_imputation_log	-0.1625 (0.1424)	(rg: -0.1625; 95% CI: -0.4416 ... 0.1166)	1173184.0	-0.1625	0.1424	0.279104	-0.4416 ... 0.1166	0.2539	-0.441604	0.116604	1.0	0.0	0.1625	male_age_high	joint_1	oestradiol_free_imputation_log	0.3668224	logistic	joint	adjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	male_age_high_unadjust_oestradiol_free_imputation_log	-0.0669 (0.1404)	(rg: -0.0669; 95% CI: -0.3421 ... 0.2083)	1173184.0	-0.0669	0.1404	0.275184	-0.3421 ... 0.2083	0.6339	-0.342084	0.2082839999999999	1.0	0.0	0.0669	male_age_high	unadjust	oestradiol_free_imputation_log	0.3616704	logistic	joint	unadjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	male_age_low_joint_1_oestradiol_free_imputation_log	-0.2524 (0.1787)	(rg: -0.2524; 95% CI: -0.6027 ... 0.0979)	1173184.0	-0.2524	0.1787	0.350252	-0.6027 ... 0.0979	0.1578	-0.602652	0.097852	1.0	0.0	0.2524	male_age_low	joint_1	oestradiol_free_imputation_log	0.4603312	logistic	joint	adjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	male_age_low_unadjust_oestradiol_free_imputation_log	-0.1755 (0.1625)	(rg: -0.1755; 95% CI: -0.494 ... 0.143)	1173184.0	-0.1755	0.1625	0.3185	-0.494 ... 0.143	0.2801	-0.494	0.143	1.0	0.0	0.1755	male_age_low	unadjust	oestradiol_free_imputation_log	0.4186	logistic	joint	unadjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	male_age_middle_joint_1_oestradiol_free_imputation_log	0.0613 (0.1424)	(rg: 0.0613; 95% CI: -0.2178 ... 0.3404)	1173184.0	0.0613	0.1424	0.279104	-0.2178 ... 0.3404	0.6671	-0.217804	0.340404	1.0	0.0	0.0613	male_age_middle	joint_1	oestradiol_free_imputation_log	0.3668224	logistic	joint	adjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	male_age_middle_unadjust_oestradiol_free_imputation_log	0.1312 (0.1357)	(rg: 0.1312; 95% CI: -0.1348 ... 0.3972)	1173184.0	0.1312	0.1357	0.265972	-0.1348 ... 0.3972	0.3337	-0.1347719999999999	0.3971719999999999	1.0	0.0	0.1312	male_age_middle	unadjust	oestradiol_free_imputation_log	0.34956319999999996	logistic	joint	unadjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	male_joint_1_oestradiol_free_imputation_log	-0.0927 (0.0908)	(rg: -0.0927; 95% CI: -0.2707 ... 0.0853)	1173184.0	-0.0927	0.0908	0.177968	-0.2707 ... 0.0853	0.3071	-0.270668	0.085268	1.0	0.0	0.0927	male	joint_1	oestradiol_free_imputation_log	0.23390080000000002	logistic	joint	adjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_oestradiol_free_linear	30482948_walters_2018_eur_unrel_meta	male_unadjust_oestradiol_free_imputation_log	0.0001 (0.0889)	(rg: 0.0001; 95% CI: -0.1741 ... 0.1743)	1173184.0	0.0001	0.0889	0.174244	-0.1741 ... 0.1743	0.9991	-0.174144	0.174344	1.0	0.0	0.0001	male	unadjust	oestradiol_free_imputation_log	0.22900640000000003	logistic	joint	unadjust	oestradiol_free_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	female_joint_1_steroid_globulin_imputation_log	0.0426 (0.0571)	(rg: 0.0426; 95% CI: -0.0693 ... 0.1545)	1173184.0	0.0426	0.0571	0.1119159999999999	-0.0693 ... 0.1545	0.4557	-0.0693159999999999	0.154516	1.0	0.0	0.0426	female	joint_1	steroid_globulin_imputation_log	0.1470896	logistic	joint	adjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	female_male_priority_male_joint_1_steroid_globulin_imputation_log	0.0648 (0.0512)	(rg: 0.0648; 95% CI: -0.0356 ... 0.1652)	1173184.0	0.0648	0.0512	0.100352	-0.0356 ... 0.1652	0.2061	-0.035552	0.165152	1.0	0.0	0.0648	female_male	joint_1	steroid_globulin_imputation_log	0.13189120000000001	logistic	joint	adjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	female_male_priority_male_unadjust_steroid_globulin_imputation_log	-0.0106 (0.0537)	(rg: -0.0106; 95% CI: -0.1159 ... 0.0947)	1173184.0	-0.0106	0.0537	0.105252	-0.1159 ... 0.0947	0.8438	-0.115852	0.094652	1.0	0.0	0.0106	female_male	unadjust	steroid_globulin_imputation_log	0.1383312	logistic	joint	unadjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	female_menstruation_regular_joint_1_steroid_globulin_imputation_log	-0.0024 (0.1006)	(rg: -0.0024; 95% CI: -0.1996 ... 0.1948)	1173185.0	-0.0024	0.1006	0.197176	-0.1996 ... 0.1948	0.9808	-0.199576	0.1947759999999999	1.0	0.0	0.0024	female_menstruation_regular	joint_1	steroid_globulin_imputation_log	0.2591456	logistic	joint	adjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	female_menstruation_regular_unadjust_steroid_globulin_imputation_log	-0.072 (0.1004)	(rg: -0.072; 95% CI: -0.2688 ... 0.1248)	1173185.0	-0.072	0.1004	0.196784	-0.2688 ... 0.1248	0.4733	-0.268784	0.124784	1.0	0.0	0.072	female_menstruation_regular	unadjust	steroid_globulin_imputation_log	0.25863040000000004	logistic	joint	unadjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	female_perimenopause_joint_1_steroid_globulin_imputation_log	0.0788 (0.1177)	(rg: 0.0788; 95% CI: -0.1519 ... 0.3095)	1173184.0	0.0788	0.1177	0.2306919999999999	-0.1519 ... 0.3095	0.5029	-0.1518919999999999	0.309492	1.0	0.0	0.0788	female_perimenopause	joint_1	steroid_globulin_imputation_log	0.3031952	logistic	joint	adjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	female_perimenopause_unadjust_steroid_globulin_imputation_log	-0.028 (0.121)	(rg: -0.028; 95% CI: -0.2652 ... 0.2092)	1173184.0	-0.028	0.121	0.2371599999999999	-0.2652 ... 0.2092	0.817	-0.26516	0.2091599999999999	1.0	0.0	0.028	female_perimenopause	unadjust	steroid_globulin_imputation_log	0.311696	logistic	joint	unadjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	female_postmenopause_joint_1_steroid_globulin_imputation_log	0.0547 (0.0591)	(rg: 0.0547; 95% CI: -0.0611 ... 0.1705)	1173184.0	0.0547	0.0591	0.115836	-0.0611 ... 0.1705	0.3542	-0.0611359999999999	0.170536	1.0	0.0	0.0547	female_postmenopause	joint_1	steroid_globulin_imputation_log	0.1522416	logistic	joint	adjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	female_postmenopause_unadjust_steroid_globulin_imputation_log	-0.0165 (0.0615)	(rg: -0.0165; 95% CI: -0.137 ... 0.104)	1173184.0	-0.0165	0.0615	0.12054	-0.137 ... 0.104	0.7884	-0.13704	0.10404	1.0	0.0	0.0165	female_postmenopause	unadjust	steroid_globulin_imputation_log	0.158424	logistic	joint	unadjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	female_premenopause_joint_1_steroid_globulin_imputation_log	-0.0431 (0.1194)	(rg: -0.0431; 95% CI: -0.2771 ... 0.1909)	1173185.0	-0.0431	0.1194	0.234024	-0.2771 ... 0.1909	0.7179	-0.277124	0.190924	1.0	0.0	0.0431	female_premenopause	joint_1	steroid_globulin_imputation_log	0.3075744	logistic	joint	adjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	female_premenopause_unadjust_steroid_globulin_imputation_log	-0.1671 (0.1211)	(rg: -0.1671; 95% CI: -0.4045 ... 0.0703)	1173185.0	-0.1671	0.1211	0.2373559999999999	-0.4045 ... 0.0703	0.1679	-0.404456	0.0702559999999999	1.0	0.0	0.1671	female_premenopause	unadjust	steroid_globulin_imputation_log	0.3119536	logistic	joint	unadjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	female_unadjust_steroid_globulin_imputation_log	-0.0392 (0.0615)	(rg: -0.0392; 95% CI: -0.1597 ... 0.0813)	1173184.0	-0.0392	0.0615	0.12054	-0.1597 ... 0.0813	0.5235	-0.15974	0.08134	1.0	0.0	0.0392	female	unadjust	steroid_globulin_imputation_log	0.158424	logistic	joint	unadjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	male_age_high_joint_1_steroid_globulin_imputation_log	0.1051 (0.0726)	(rg: 0.1051; 95% CI: -0.0372 ... 0.2474)	1173184.0	0.1051	0.0726	0.142296	-0.0372 ... 0.2474	0.1478	-0.037196	0.247396	1.0	0.0	0.1051	male_age_high	joint_1	steroid_globulin_imputation_log	0.1870176	logistic	joint	adjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	male_age_high_unadjust_steroid_globulin_imputation_log	0.0279 (0.0762)	(rg: 0.0279; 95% CI: -0.1215 ... 0.1773)	1173184.0	0.0279	0.0762	0.149352	-0.1215 ... 0.1773	0.7141	-0.121452	0.177252	1.0	0.0	0.0279	male_age_high	unadjust	steroid_globulin_imputation_log	0.19629120000000003	logistic	joint	unadjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	male_age_low_joint_1_steroid_globulin_imputation_log	0.1754 (0.0668)	(rg: 0.1754; 95% CI: 0.0445 ... 0.3063)	1173184.0	0.1754	0.0668	0.130928	0.0445 ... 0.3063	0.0087	0.044472	0.306328	1.0	1.0	0.1754	male_age_low	joint_1	steroid_globulin_imputation_log	0.1720768	logistic	joint	adjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	male_age_low_unadjust_steroid_globulin_imputation_log	0.1357 (0.0664)	(rg: 0.1357; 95% CI: 0.0056 ... 0.2658)	1173184.0	0.1357	0.0664	0.130144	0.0056 ... 0.2658	0.0409	0.0055559999999999	0.2658439999999999	1.0	1.0	0.1357	male_age_low	unadjust	steroid_globulin_imputation_log	0.17104640000000002	logistic	joint	unadjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	male_age_middle_joint_1_steroid_globulin_imputation_log	0.0709 (0.0674)	(rg: 0.0709; 95% CI: -0.0612 ... 0.203)	1173184.0	0.0709	0.0674	0.132104	-0.0612 ... 0.203	0.2926	-0.0612039999999999	0.203004	1.0	0.0	0.0709	male_age_middle	joint_1	steroid_globulin_imputation_log	0.1736224	logistic	joint	adjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	male_age_middle_unadjust_steroid_globulin_imputation_log	0.006 (0.0683)	(rg: 0.006; 95% CI: -0.1279 ... 0.1399)	1173184.0	0.006	0.0683	0.133868	-0.1279 ... 0.1399	0.9295	-0.1278679999999999	0.139868	1.0	0.0	0.006	male_age_middle	unadjust	steroid_globulin_imputation_log	0.1759408	logistic	joint	unadjust	steroid_globulin_imputation_log
alcohol_dependence	primaries_against_steroid_globulin_linear	30482948_walters_2018_eur_unrel_meta	male_joint_1_steroid_globulin_imputation_log	0.108 (0.055)	(rg: 0.108; 95% CI: 0.0002 ... 0.2158)	1173184.0	0.108	0.055	0.1077999999999999	0.0002 ... 0.2158	0.0497	0.0002	0.2158	1.0	1.0	0.108	male	joint_1	steroid_globulin_imputation_log	0.14168	logistic	joint	adjust	steroid_globulin_imputation_log
