phenotype_primary	design	study_primary	study_secondary	summary_error	summary_interval	variants	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute	cohort	model	phenotype_secondary	interval_99	dependence_type	model_context	model_adjustment	variable
bipolar_type_1	primaries_against_albumin_linear	34002096_mullins_2021_bpd1	male_joint_1_albumin_imputation	-0.015 (0.0255)	(rg: -0.015; 95% CI: -0.065 ... 0.035)	1115965.0	-0.015	0.0255	0.04998	-0.065 ... 0.035	0.5563	-0.06498	0.03498	1.0	0.0	0.015	male	joint_1	albumin_imputation	0.065688	logistic	joint	adjust	albumin_imputation
bipolar_type_1	primaries_against_albumin_linear	34002096_mullins_2021_bpd1	male_unadjust_albumin_imputation	7.4866e-05 (0.0262)	(rg: 7.4866e-05; 95% CI: -0.0513 ... 0.0514)	1115965.0	7.4866e-05	0.0262	0.051352	-0.0513 ... 0.0514	0.9977	-0.051277134	0.051426866	1.0	0.0	7.4866e-05	male	unadjust	albumin_imputation	0.0674912	logistic	joint	unadjust	albumin_imputation
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	female_joint_1_oestradiol_free_imputation_log	-0.0136 (0.058)	(rg: -0.0136; 95% CI: -0.1273 ... 0.1001)	1115965.0	-0.0136	0.058	0.11368	-0.1273 ... 0.1001	0.8153	-0.12728	0.10008	1.0	0.0	0.0136	female	joint_1	oestradiol_free_imputation_log	0.149408	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	female_menstruation_regular_joint_1_oestradiol_free_imputation_log	0.1174 (0.1746)	(rg: 0.1174; 95% CI: -0.2248 ... 0.4596)	1115966.0	0.1174	0.1746	0.342216	-0.2248 ... 0.4596	0.5015	-0.224816	0.459616	1.0	0.0	0.1174	female_menstruation_regular	joint_1	oestradiol_free_imputation_log	0.44976960000000005	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	female_menstruation_regular_unadjust_oestradiol_free_imputation_log	0.1433 (0.1751)	(rg: 0.1433; 95% CI: -0.1999 ... 0.4865)	1115966.0	0.1433	0.1751	0.343196	-0.1999 ... 0.4865	0.413	-0.199896	0.486496	1.0	0.0	0.1433	female_menstruation_regular	unadjust	oestradiol_free_imputation_log	0.4510576	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	female_perimenopause_joint_1_oestradiol_free_imputation_log	-0.0315 (0.0921)	(rg: -0.0315; 95% CI: -0.212 ... 0.149)	1115965.0	-0.0315	0.0921	0.180516	-0.212 ... 0.149	0.7327	-0.212016	0.149016	1.0	0.0	0.0315	female_perimenopause	joint_1	oestradiol_free_imputation_log	0.2372496	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	female_perimenopause_unadjust_oestradiol_free_imputation_log	-0.0565 (0.0905)	(rg: -0.0565; 95% CI: -0.2339 ... 0.1209)	1115965.0	-0.0565	0.0905	0.1773799999999999	-0.2339 ... 0.1209	0.5327	-0.2338799999999999	0.1208799999999999	1.0	0.0	0.0565	female_perimenopause	unadjust	oestradiol_free_imputation_log	0.233128	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	female_postmenopause_joint_1_oestradiol_free_imputation_log	-0.0799 (0.0416)	(rg: -0.0799; 95% CI: -0.1614 ... 0.0016)	1115965.0	-0.0799	0.0416	0.081536	-0.1614 ... 0.0016	0.0545	-0.161436	0.0016359999999999	1.0	0.0	0.0799	female_postmenopause	joint_1	oestradiol_free_imputation_log	0.1071616	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	female_postmenopause_unadjust_oestradiol_free_imputation_log	-0.0519 (0.0413)	(rg: -0.0519; 95% CI: -0.1328 ... 0.029)	1115965.0	-0.0519	0.0413	0.080948	-0.1328 ... 0.029	0.2095	-0.132848	0.029048	1.0	0.0	0.0519	female_postmenopause	unadjust	oestradiol_free_imputation_log	0.1063888	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	female_premenopause_joint_1_oestradiol_free_imputation_log	0.0995 (0.1333)	(rg: 0.0995; 95% CI: -0.1618 ... 0.3608)	1115966.0	0.0995	0.1333	0.261268	-0.1618 ... 0.3608	0.4552	-0.161768	0.360768	1.0	0.0	0.0995	female_premenopause	joint_1	oestradiol_free_imputation_log	0.3433808	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	female_premenopause_unadjust_oestradiol_free_imputation_log	0.2229 (0.155)	(rg: 0.2229; 95% CI: -0.0809 ... 0.5267)	1115966.0	0.2229	0.155	0.3038	-0.0809 ... 0.5267	0.1504	-0.0809	0.5267	1.0	0.0	0.2229	female_premenopause	unadjust	oestradiol_free_imputation_log	0.39928	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	female_unadjust_oestradiol_free_imputation_log	-0.043 (0.0497)	(rg: -0.043; 95% CI: -0.1404 ... 0.0544)	1115965.0	-0.043	0.0497	0.097412	-0.1404 ... 0.0544	0.3868	-0.1404119999999999	0.054412	1.0	0.0	0.043	female	unadjust	oestradiol_free_imputation_log	0.1280272	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	male_age_high_joint_1_oestradiol_free_imputation_log	-0.0717 (0.0678)	(rg: -0.0717; 95% CI: -0.2046 ... 0.0612)	1115965.0	-0.0717	0.0678	0.132888	-0.2046 ... 0.0612	0.2906	-0.204588	0.061188	1.0	0.0	0.0717	male_age_high	joint_1	oestradiol_free_imputation_log	0.1746528	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	male_age_high_unadjust_oestradiol_free_imputation_log	-0.0653 (0.0642)	(rg: -0.0653; 95% CI: -0.1911 ... 0.0605)	1115965.0	-0.0653	0.0642	0.1258319999999999	-0.1911 ... 0.0605	0.3087	-0.1911319999999999	0.0605319999999999	1.0	0.0	0.0653	male_age_high	unadjust	oestradiol_free_imputation_log	0.16537919999999998	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	male_age_low_joint_1_oestradiol_free_imputation_log	-0.0427 (0.073)	(rg: -0.0427; 95% CI: -0.1858 ... 0.1004)	1115965.0	-0.0427	0.073	0.1430799999999999	-0.1858 ... 0.1004	0.5591	-0.18578	0.1003799999999999	1.0	0.0	0.0427	male_age_low	joint_1	oestradiol_free_imputation_log	0.188048	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	male_age_low_unadjust_oestradiol_free_imputation_log	-0.0468 (0.0704)	(rg: -0.0468; 95% CI: -0.1848 ... 0.0912)	1115965.0	-0.0468	0.0704	0.137984	-0.1848 ... 0.0912	0.5065	-0.184784	0.0911839999999999	1.0	0.0	0.0468	male_age_low	unadjust	oestradiol_free_imputation_log	0.18135040000000002	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	male_age_middle_joint_1_oestradiol_free_imputation_log	0.1014 (0.0579)	(rg: 0.1014; 95% CI: -0.0121 ... 0.2149)	1115965.0	0.1014	0.0579	0.113484	-0.0121 ... 0.2149	0.0799	-0.0120839999999999	0.214884	1.0	0.0	0.1014	male_age_middle	joint_1	oestradiol_free_imputation_log	0.14915040000000002	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	male_age_middle_unadjust_oestradiol_free_imputation_log	0.0682 (0.0539)	(rg: 0.0682; 95% CI: -0.0374 ... 0.1738)	1115965.0	0.0682	0.0539	0.105644	-0.0374 ... 0.1738	0.2059	-0.037444	0.173844	1.0	0.0	0.0682	male_age_middle	unadjust	oestradiol_free_imputation_log	0.1388464	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	male_joint_1_oestradiol_free_imputation_log	0.0094 (0.038)	(rg: 0.0094; 95% CI: -0.0651 ... 0.0839)	1115965.0	0.0094	0.038	0.0744799999999999	-0.0651 ... 0.0839	0.8046	-0.0650799999999999	0.08388	1.0	0.0	0.0094	male	joint_1	oestradiol_free_imputation_log	0.097888	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_oestradiol_free_linear	34002096_mullins_2021_bpd1	male_unadjust_oestradiol_free_imputation_log	-0.0027 (0.0369)	(rg: -0.0027; 95% CI: -0.075 ... 0.0696)	1115965.0	-0.0027	0.0369	0.072324	-0.075 ... 0.0696	0.9422	-0.075024	0.069624	1.0	0.0	0.0027	male	unadjust	oestradiol_free_imputation_log	0.09505440000000001	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_joint_1_steroid_globulin_imputation_log	0.0152 (0.025)	(rg: 0.0152; 95% CI: -0.0338 ... 0.0642)	1115965.0	0.0152	0.025	0.049	-0.0338 ... 0.0642	0.5443	-0.0338	0.0642	1.0	0.0	0.0152	female	joint_1	steroid_globulin_imputation_log	0.0644	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_male_priority_male_joint_1_steroid_globulin_imputation_log	-0.0036 (0.0222)	(rg: -0.0036; 95% CI: -0.0471 ... 0.0399)	1115965.0	-0.0036	0.0222	0.043512	-0.0471 ... 0.0399	0.8697	-0.047112	0.039912	1.0	0.0	0.0036	female_male	joint_1	steroid_globulin_imputation_log	0.05718720000000001	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_male_priority_male_unadjust_steroid_globulin_imputation_log	0.0227 (0.0226)	(rg: 0.0227; 95% CI: -0.0216 ... 0.067)	1115965.0	0.0227	0.0226	0.0442959999999999	-0.0216 ... 0.067	0.314	-0.0215959999999999	0.066996	1.0	0.0	0.0227	female_male	unadjust	steroid_globulin_imputation_log	0.058217599999999994	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_menstruation_regular_joint_1_steroid_globulin_imputation_log	0.0804 (0.0421)	(rg: 0.0804; 95% CI: -0.0021 ... 0.1629)	1115966.0	0.0804	0.0421	0.0825159999999999	-0.0021 ... 0.1629	0.0562	-0.0021159999999999	0.162916	1.0	0.0	0.0804	female_menstruation_regular	joint_1	steroid_globulin_imputation_log	0.1084496	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_menstruation_regular_unadjust_steroid_globulin_imputation_log	0.082 (0.0429)	(rg: 0.082; 95% CI: -0.0021 ... 0.1661)	1115966.0	0.082	0.0429	0.084084	-0.0021 ... 0.1661	0.0561	-0.002084	0.166084	1.0	0.0	0.082	female_menstruation_regular	unadjust	steroid_globulin_imputation_log	0.11051040000000001	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_perimenopause_joint_1_steroid_globulin_imputation_log	0.0386 (0.0516)	(rg: 0.0386; 95% CI: -0.0625 ... 0.1397)	1115965.0	0.0386	0.0516	0.101136	-0.0625 ... 0.1397	0.4543	-0.062536	0.139736	1.0	0.0	0.0386	female_perimenopause	joint_1	steroid_globulin_imputation_log	0.1329216	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_perimenopause_unadjust_steroid_globulin_imputation_log	0.0904 (0.051)	(rg: 0.0904; 95% CI: -0.0096 ... 0.1904)	1115965.0	0.0904	0.051	0.09996	-0.0096 ... 0.1904	0.076	-0.0095599999999999	0.1903599999999999	1.0	0.0	0.0904	female_perimenopause	unadjust	steroid_globulin_imputation_log	0.131376	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_postmenopause_joint_1_steroid_globulin_imputation_log	0.0035 (0.0259)	(rg: 0.0035; 95% CI: -0.0473 ... 0.0543)	1115965.0	0.0035	0.0259	0.050764	-0.0473 ... 0.0543	0.8913	-0.0472639999999999	0.054264	1.0	0.0	0.0035	female_postmenopause	joint_1	steroid_globulin_imputation_log	0.0667184	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_postmenopause_unadjust_steroid_globulin_imputation_log	0.0397 (0.0273)	(rg: 0.0397; 95% CI: -0.0138 ... 0.0932)	1115965.0	0.0397	0.0273	0.053508	-0.0138 ... 0.0932	0.1463	-0.013808	0.093208	1.0	0.0	0.0397	female_postmenopause	unadjust	steroid_globulin_imputation_log	0.0703248	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_premenopause_joint_1_steroid_globulin_imputation_log	0.0155 (0.0515)	(rg: 0.0155; 95% CI: -0.0854 ... 0.1164)	1115966.0	0.0155	0.0515	0.1009399999999999	-0.0854 ... 0.1164	0.7634	-0.0854399999999999	0.1164399999999999	1.0	0.0	0.0155	female_premenopause	joint_1	steroid_globulin_imputation_log	0.132664	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_premenopause_unadjust_steroid_globulin_imputation_log	0.0402 (0.0516)	(rg: 0.0402; 95% CI: -0.0609 ... 0.1413)	1115966.0	0.0402	0.0516	0.101136	-0.0609 ... 0.1413	0.4362	-0.060936	0.141336	1.0	0.0	0.0402	female_premenopause	unadjust	steroid_globulin_imputation_log	0.1329216	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	female_unadjust_steroid_globulin_imputation_log	0.0479 (0.0254)	(rg: 0.0479; 95% CI: -0.0019 ... 0.0977)	1115965.0	0.0479	0.0254	0.0497839999999999	-0.0019 ... 0.0977	0.0594	-0.0018839999999999	0.0976839999999999	1.0	0.0	0.0479	female	unadjust	steroid_globulin_imputation_log	0.0654304	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_age_high_joint_1_steroid_globulin_imputation_log	0.0057 (0.0317)	(rg: 0.0057; 95% CI: -0.0564 ... 0.0678)	1115965.0	0.0057	0.0317	0.062132	-0.0564 ... 0.0678	0.8579	-0.0564319999999999	0.067832	1.0	0.0	0.0057	male_age_high	joint_1	steroid_globulin_imputation_log	0.0816592	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_age_high_unadjust_steroid_globulin_imputation_log	0.0139 (0.0326)	(rg: 0.0139; 95% CI: -0.05 ... 0.0778)	1115965.0	0.0139	0.0326	0.063896	-0.05 ... 0.0778	0.67	-0.049996	0.0777959999999999	1.0	0.0	0.0139	male_age_high	unadjust	steroid_globulin_imputation_log	0.0839776	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_age_low_joint_1_steroid_globulin_imputation_log	-0.0177 (0.0282)	(rg: -0.0177; 95% CI: -0.073 ... 0.0376)	1115965.0	-0.0177	0.0282	0.0552719999999999	-0.073 ... 0.0376	0.5301	-0.072972	0.0375719999999999	1.0	0.0	0.0177	male_age_low	joint_1	steroid_globulin_imputation_log	0.0726432	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_age_low_unadjust_steroid_globulin_imputation_log	0.0021 (0.0283)	(rg: 0.0021; 95% CI: -0.0534 ... 0.0576)	1115965.0	0.0021	0.0283	0.0554679999999999	-0.0534 ... 0.0576	0.9402	-0.053368	0.0575679999999999	1.0	0.0	0.0021	male_age_low	unadjust	steroid_globulin_imputation_log	0.0729008	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_age_middle_joint_1_steroid_globulin_imputation_log	-0.0098 (0.0283)	(rg: -0.0098; 95% CI: -0.0653 ... 0.0457)	1115965.0	-0.0098	0.0283	0.0554679999999999	-0.0653 ... 0.0457	0.7305	-0.0652679999999999	0.045668	1.0	0.0	0.0098	male_age_middle	joint_1	steroid_globulin_imputation_log	0.0729008	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_age_middle_unadjust_steroid_globulin_imputation_log	0.0103 (0.0277)	(rg: 0.0103; 95% CI: -0.044 ... 0.0646)	1115965.0	0.0103	0.0277	0.054292	-0.044 ... 0.0646	0.7102	-0.043992	0.064592	1.0	0.0	0.0103	male_age_middle	unadjust	steroid_globulin_imputation_log	0.0713552	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_joint_1_steroid_globulin_imputation_log	-0.011 (0.0235)	(rg: -0.011; 95% CI: -0.0571 ... 0.0351)	1115965.0	-0.011	0.0235	0.04606	-0.0571 ... 0.0351	0.6398	-0.05706	0.0350599999999999	1.0	0.0	0.011	male	joint_1	steroid_globulin_imputation_log	0.060536	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar_type_1	primaries_against_steroid_globulin_linear	34002096_mullins_2021_bpd1	male_unadjust_steroid_globulin_imputation_log	0.0049 (0.023)	(rg: 0.0049; 95% CI: -0.0402 ... 0.05)	1115965.0	0.0049	0.023	0.0450799999999999	-0.0402 ... 0.05	0.8324	-0.0401799999999999	0.04998	1.0	0.0	0.0049	male	unadjust	steroid_globulin_imputation_log	0.059248	logistic	joint	unadjust	steroid_globulin_imputation_log
