phenotype_primary	design	study_primary	study_secondary	summary_error	summary_interval	variants	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute	cohort	model	phenotype_secondary	interval_99	dependence_type	model_context	model_adjustment	variable
bipolar	primaries_against_albumin_linear	34002096_mullins_2021_all	female_postmenopause_unadjust_albumin_imputation	0.0045 (0.0256)	(rg: 0.0045; 95% CI: -0.0457 ... 0.0547)	1137118.0	0.0045	0.0256	0.050176	-0.0457 ... 0.0547	0.861	-0.045676	0.0546759999999999	1.0	0.0	0.0045	female_postmenopause	unadjust	albumin_imputation	0.06594560000000001	logistic	joint	unadjust	albumin_imputation
bipolar	primaries_against_albumin_linear	34002096_mullins_2021_all	female_premenopause_joint_1_albumin_imputation	-0.0301 (0.0509)	(rg: -0.0301; 95% CI: -0.1299 ... 0.0697)	1137119.0	-0.0301	0.0509	0.099764	-0.1299 ... 0.0697	0.5538	-0.129864	0.069664	1.0	0.0	0.0301	female_premenopause	joint_1	albumin_imputation	0.1311184	logistic	joint	adjust	albumin_imputation
bipolar	primaries_against_albumin_linear	34002096_mullins_2021_all	female_premenopause_unadjust_albumin_imputation	-0.0613 (0.0503)	(rg: -0.0613; 95% CI: -0.1599 ... 0.0373)	1137119.0	-0.0613	0.0503	0.098588	-0.1599 ... 0.0373	0.2231	-0.159888	0.0372879999999999	1.0	0.0	0.0613	female_premenopause	unadjust	albumin_imputation	0.1295728	logistic	joint	unadjust	albumin_imputation
bipolar	primaries_against_albumin_linear	34002096_mullins_2021_all	female_unadjust_albumin_imputation	-0.0018 (0.0227)	(rg: -0.0018; 95% CI: -0.0463 ... 0.0427)	1137118.0	-0.0018	0.0227	0.044492	-0.0463 ... 0.0427	0.9371	-0.046292	0.042692	1.0	0.0	0.0018	female	unadjust	albumin_imputation	0.058475200000000005	logistic	joint	unadjust	albumin_imputation
bipolar	primaries_against_albumin_linear	34002096_mullins_2021_all	male_age_high_joint_1_albumin_imputation	-0.0648 (0.0345)	(rg: -0.0648; 95% CI: -0.1324 ... 0.0028)	1137118.0	-0.0648	0.0345	0.06762	-0.1324 ... 0.0028	0.0599	-0.1324199999999999	0.00282	1.0	0.0	0.0648	male_age_high	joint_1	albumin_imputation	0.088872	logistic	joint	adjust	albumin_imputation
bipolar	primaries_against_albumin_linear	34002096_mullins_2021_all	male_age_high_unadjust_albumin_imputation	-0.069 (0.0344)	(rg: -0.069; 95% CI: -0.1364 ... -0.0016)	1137118.0	-0.069	0.0344	0.067424	-0.1364 ... -0.0016	0.045	-0.136424	-0.001576	1.0	1.0	0.069	male_age_high	unadjust	albumin_imputation	0.0886144	logistic	joint	unadjust	albumin_imputation
bipolar	primaries_against_albumin_linear	34002096_mullins_2021_all	male_age_low_joint_1_albumin_imputation	0.0422 (0.0365)	(rg: 0.0422; 95% CI: -0.0293 ... 0.1137)	1137118.0	0.0422	0.0365	0.0715399999999999	-0.0293 ... 0.1137	0.2474	-0.0293399999999999	0.11374	1.0	0.0	0.0422	male_age_low	joint_1	albumin_imputation	0.094024	logistic	joint	adjust	albumin_imputation
bipolar	primaries_against_albumin_linear	34002096_mullins_2021_all	male_age_low_unadjust_albumin_imputation	0.0572 (0.0367)	(rg: 0.0572; 95% CI: -0.0147 ... 0.1291)	1137118.0	0.0572	0.0367	0.071932	-0.0147 ... 0.1291	0.1197	-0.014732	0.129132	1.0	0.0	0.0572	male_age_low	unadjust	albumin_imputation	0.09453920000000002	logistic	joint	unadjust	albumin_imputation
bipolar	primaries_against_albumin_linear	34002096_mullins_2021_all	male_age_middle_joint_1_albumin_imputation	-0.0474 (0.0355)	(rg: -0.0474; 95% CI: -0.117 ... 0.0222)	1137118.0	-0.0474	0.0355	0.0695799999999999	-0.117 ... 0.0222	0.1822	-0.1169799999999999	0.0221799999999999	1.0	0.0	0.0474	male_age_middle	joint_1	albumin_imputation	0.09144799999999999	logistic	joint	adjust	albumin_imputation
bipolar	primaries_against_albumin_linear	34002096_mullins_2021_all	male_age_middle_unadjust_albumin_imputation	-0.0497 (0.0343)	(rg: -0.0497; 95% CI: -0.1169 ... 0.0175)	1137118.0	-0.0497	0.0343	0.067228	-0.1169 ... 0.0175	0.1475	-0.116928	0.0175279999999999	1.0	0.0	0.0497	male_age_middle	unadjust	albumin_imputation	0.0883568	logistic	joint	unadjust	albumin_imputation
bipolar	primaries_against_albumin_linear	34002096_mullins_2021_all	male_joint_1_albumin_imputation	-0.0284 (0.024)	(rg: -0.0284; 95% CI: -0.0754 ... 0.0186)	1137118.0	-0.0284	0.024	0.04704	-0.0754 ... 0.0186	0.2373	-0.07544	0.0186399999999999	1.0	0.0	0.0284	male	joint_1	albumin_imputation	0.061824000000000004	logistic	joint	adjust	albumin_imputation
bipolar	primaries_against_albumin_linear	34002096_mullins_2021_all	male_unadjust_albumin_imputation	-0.0159 (0.0246)	(rg: -0.0159; 95% CI: -0.0641 ... 0.0323)	1137118.0	-0.0159	0.0246	0.048216	-0.0641 ... 0.0323	0.5183	-0.064116	0.032316	1.0	0.0	0.0159	male	unadjust	albumin_imputation	0.0633696	logistic	joint	unadjust	albumin_imputation
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	female_joint_1_oestradiol_free_imputation_log	-0.0452 (0.0541)	(rg: -0.0452; 95% CI: -0.1512 ... 0.0608)	1137118.0	-0.0452	0.0541	0.106036	-0.1512 ... 0.0608	0.4037	-0.151236	0.060836	1.0	0.0	0.0452	female	joint_1	oestradiol_free_imputation_log	0.1393616	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	female_menstruation_regular_joint_1_oestradiol_free_imputation_log	0.0775 (0.1628)	(rg: 0.0775; 95% CI: -0.2416 ... 0.3966)	1137119.0	0.0775	0.1628	0.319088	-0.2416 ... 0.3966	0.6341	-0.2415879999999999	0.396588	1.0	0.0	0.0775	female_menstruation_regular	joint_1	oestradiol_free_imputation_log	0.4193728	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	female_menstruation_regular_unadjust_oestradiol_free_imputation_log	0.0853 (0.1492)	(rg: 0.0853; 95% CI: -0.2071 ... 0.3777)	1137119.0	0.0853	0.1492	0.2924319999999999	-0.2071 ... 0.3777	0.5675	-0.2071319999999999	0.3777319999999999	1.0	0.0	0.0853	female_menstruation_regular	unadjust	oestradiol_free_imputation_log	0.3843392	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	female_perimenopause_joint_1_oestradiol_free_imputation_log	-0.0418 (0.0864)	(rg: -0.0418; 95% CI: -0.2111 ... 0.1275)	1137118.0	-0.0418	0.0864	0.169344	-0.2111 ... 0.1275	0.6287	-0.211144	0.127544	1.0	0.0	0.0418	female_perimenopause	joint_1	oestradiol_free_imputation_log	0.22256640000000003	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	female_perimenopause_unadjust_oestradiol_free_imputation_log	-0.0693 (0.0863)	(rg: -0.0693; 95% CI: -0.2384 ... 0.0998)	1137118.0	-0.0693	0.0863	0.169148	-0.2384 ... 0.0998	0.422	-0.238448	0.0998479999999999	1.0	0.0	0.0693	female_perimenopause	unadjust	oestradiol_free_imputation_log	0.2223088	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	female_postmenopause_joint_1_oestradiol_free_imputation_log	-0.0898 (0.0388)	(rg: -0.0898; 95% CI: -0.1658 ... -0.0138)	1137118.0	-0.0898	0.0388	0.076048	-0.1658 ... -0.0138	0.0208	-0.165848	-0.013752	1.0	1.0	0.0898	female_postmenopause	joint_1	oestradiol_free_imputation_log	0.0999488	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	female_postmenopause_unadjust_oestradiol_free_imputation_log	-0.0247 (0.0385)	(rg: -0.0247; 95% CI: -0.1002 ... 0.0508)	1137118.0	-0.0247	0.0385	0.07546	-0.1002 ... 0.0508	0.5209	-0.10016	0.05076	1.0	0.0	0.0247	female_postmenopause	unadjust	oestradiol_free_imputation_log	0.099176	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	female_premenopause_joint_1_oestradiol_free_imputation_log	0.0756 (0.1377)	(rg: 0.0756; 95% CI: -0.1943 ... 0.3455)	1137119.0	0.0756	0.1377	0.2698919999999999	-0.1943 ... 0.3455	0.5828	-0.1942919999999999	0.3454919999999999	1.0	0.0	0.0756	female_premenopause	joint_1	oestradiol_free_imputation_log	0.3547152	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	female_premenopause_unadjust_oestradiol_free_imputation_log	0.1684 (0.1503)	(rg: 0.1684; 95% CI: -0.1262 ... 0.463)	1137119.0	0.1684	0.1503	0.2945879999999999	-0.1262 ... 0.463	0.2627	-0.1261879999999999	0.4629879999999999	1.0	0.0	0.1684	female_premenopause	unadjust	oestradiol_free_imputation_log	0.3871728	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	female_unadjust_oestradiol_free_imputation_log	-0.0322 (0.046)	(rg: -0.0322; 95% CI: -0.1224 ... 0.058)	1137118.0	-0.0322	0.046	0.0901599999999999	-0.1224 ... 0.058	0.4837	-0.12236	0.0579599999999999	1.0	0.0	0.0322	female	unadjust	oestradiol_free_imputation_log	0.118496	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	male_age_high_joint_1_oestradiol_free_imputation_log	-0.0673 (0.063)	(rg: -0.0673; 95% CI: -0.1908 ... 0.0562)	1137118.0	-0.0673	0.063	0.1234799999999999	-0.1908 ... 0.0562	0.2857	-0.19078	0.0561799999999999	1.0	0.0	0.0673	male_age_high	joint_1	oestradiol_free_imputation_log	0.16228800000000002	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	male_age_high_unadjust_oestradiol_free_imputation_log	-0.0532 (0.0597)	(rg: -0.0532; 95% CI: -0.1702 ... 0.0638)	1137118.0	-0.0532	0.0597	0.117012	-0.1702 ... 0.0638	0.3725	-0.170212	0.063812	1.0	0.0	0.0532	male_age_high	unadjust	oestradiol_free_imputation_log	0.1537872	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	male_age_low_joint_1_oestradiol_free_imputation_log	-0.0719 (0.0662)	(rg: -0.0719; 95% CI: -0.2017 ... 0.0579)	1137118.0	-0.0719	0.0662	0.1297519999999999	-0.2017 ... 0.0579	0.2772	-0.201652	0.0578519999999999	1.0	0.0	0.0719	male_age_low	joint_1	oestradiol_free_imputation_log	0.1705312	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	male_age_low_unadjust_oestradiol_free_imputation_log	-0.0594 (0.0647)	(rg: -0.0594; 95% CI: -0.1862 ... 0.0674)	1137118.0	-0.0594	0.0647	0.1268119999999999	-0.1862 ... 0.0674	0.3588	-0.186212	0.0674119999999999	1.0	0.0	0.0594	male_age_low	unadjust	oestradiol_free_imputation_log	0.1666672	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	male_age_middle_joint_1_oestradiol_free_imputation_log	0.0566 (0.0556)	(rg: 0.0566; 95% CI: -0.0524 ... 0.1656)	1137118.0	0.0566	0.0556	0.1089759999999999	-0.0524 ... 0.1656	0.3089	-0.0523759999999999	0.165576	1.0	0.0	0.0566	male_age_middle	joint_1	oestradiol_free_imputation_log	0.1432256	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	male_age_middle_unadjust_oestradiol_free_imputation_log	0.039 (0.0519)	(rg: 0.039; 95% CI: -0.0627 ... 0.1407)	1137118.0	0.039	0.0519	0.101724	-0.0627 ... 0.1407	0.4527	-0.062724	0.140724	1.0	0.0	0.039	male_age_middle	unadjust	oestradiol_free_imputation_log	0.13369440000000002	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	male_joint_1_oestradiol_free_imputation_log	-0.011 (0.035)	(rg: -0.011; 95% CI: -0.0796 ... 0.0576)	1137118.0	-0.011	0.035	0.0686	-0.0796 ... 0.0576	0.7526	-0.0796	0.0576	1.0	0.0	0.011	male	joint_1	oestradiol_free_imputation_log	0.09016	logistic	joint	adjust	oestradiol_free_imputation_log
bipolar	primaries_against_oestradiol_free_linear	34002096_mullins_2021_all	male_unadjust_oestradiol_free_imputation_log	-0.0103 (0.0349)	(rg: -0.0103; 95% CI: -0.0787 ... 0.0581)	1137118.0	-0.0103	0.0349	0.068404	-0.0787 ... 0.0581	0.767	-0.078704	0.058104	1.0	0.0	0.0103	male	unadjust	oestradiol_free_imputation_log	0.08990240000000001	logistic	joint	unadjust	oestradiol_free_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	female_joint_1_steroid_globulin_imputation_log	0.0148 (0.0224)	(rg: 0.0148; 95% CI: -0.0291 ... 0.0587)	1137118.0	0.0148	0.0224	0.043904	-0.0291 ... 0.0587	0.5074	-0.0291039999999999	0.058704	1.0	0.0	0.0148	female	joint_1	steroid_globulin_imputation_log	0.0577024	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	female_male_priority_male_joint_1_steroid_globulin_imputation_log	-0.0013 (0.0202)	(rg: -0.0013; 95% CI: -0.0409 ... 0.0383)	1137118.0	-0.0013	0.0202	0.0395919999999999	-0.0409 ... 0.0383	0.9505	-0.040892	0.0382919999999999	1.0	0.0	0.0013	female_male	joint_1	steroid_globulin_imputation_log	0.0520352	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	female_male_priority_male_unadjust_steroid_globulin_imputation_log	0.0123 (0.0203)	(rg: 0.0123; 95% CI: -0.0275 ... 0.0521)	1137118.0	0.0123	0.0203	0.039788	-0.0275 ... 0.0521	0.5445	-0.027488	0.0520879999999999	1.0	0.0	0.0123	female_male	unadjust	steroid_globulin_imputation_log	0.0522928	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	female_menstruation_regular_joint_1_steroid_globulin_imputation_log	0.0491 (0.04)	(rg: 0.0491; 95% CI: -0.0293 ... 0.1275)	1137119.0	0.0491	0.04	0.0784	-0.0293 ... 0.1275	0.22	-0.0293	0.1275	1.0	0.0	0.0491	female_menstruation_regular	joint_1	steroid_globulin_imputation_log	0.10304	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	female_menstruation_regular_unadjust_steroid_globulin_imputation_log	0.0404 (0.0417)	(rg: 0.0404; 95% CI: -0.0413 ... 0.1221)	1137119.0	0.0404	0.0417	0.081732	-0.0413 ... 0.1221	0.3328	-0.041332	0.1221319999999999	1.0	0.0	0.0404	female_menstruation_regular	unadjust	steroid_globulin_imputation_log	0.1074192	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	female_perimenopause_joint_1_steroid_globulin_imputation_log	0.0056 (0.0456)	(rg: 0.0056; 95% CI: -0.0838 ... 0.095)	1137118.0	0.0056	0.0456	0.089376	-0.0838 ... 0.095	0.9021	-0.083776	0.0949759999999999	1.0	0.0	0.0056	female_perimenopause	joint_1	steroid_globulin_imputation_log	0.1174656	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	female_perimenopause_unadjust_steroid_globulin_imputation_log	0.0412 (0.0476)	(rg: 0.0412; 95% CI: -0.0521 ... 0.1345)	1137118.0	0.0412	0.0476	0.093296	-0.0521 ... 0.1345	0.3864	-0.052096	0.134496	1.0	0.0	0.0412	female_perimenopause	unadjust	steroid_globulin_imputation_log	0.12261760000000001	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	female_postmenopause_joint_1_steroid_globulin_imputation_log	0.0073 (0.0227)	(rg: 0.0073; 95% CI: -0.0372 ... 0.0518)	1137118.0	0.0073	0.0227	0.044492	-0.0372 ... 0.0518	0.7478	-0.037192	0.051792	1.0	0.0	0.0073	female_postmenopause	joint_1	steroid_globulin_imputation_log	0.058475200000000005	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	female_postmenopause_unadjust_steroid_globulin_imputation_log	0.0334 (0.0241)	(rg: 0.0334; 95% CI: -0.0138 ... 0.0806)	1137118.0	0.0334	0.0241	0.047236	-0.0138 ... 0.0806	0.1658	-0.013836	0.080636	1.0	0.0	0.0334	female_postmenopause	unadjust	steroid_globulin_imputation_log	0.0620816	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	female_premenopause_joint_1_steroid_globulin_imputation_log	0.0299 (0.0494)	(rg: 0.0299; 95% CI: -0.0669 ... 0.1267)	1137119.0	0.0299	0.0494	0.096824	-0.0669 ... 0.1267	0.5456	-0.066924	0.126724	1.0	0.0	0.0299	female_premenopause	joint_1	steroid_globulin_imputation_log	0.1272544	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	female_premenopause_unadjust_steroid_globulin_imputation_log	0.0112 (0.05)	(rg: 0.0112; 95% CI: -0.0868 ... 0.1092)	1137119.0	0.0112	0.05	0.098	-0.0868 ... 0.1092	0.8227	-0.0868	0.1092	1.0	0.0	0.0112	female_premenopause	unadjust	steroid_globulin_imputation_log	0.1288	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	female_unadjust_steroid_globulin_imputation_log	0.0367 (0.023)	(rg: 0.0367; 95% CI: -0.0084 ... 0.0818)	1137118.0	0.0367	0.023	0.0450799999999999	-0.0084 ... 0.0818	0.1116	-0.0083799999999999	0.0817799999999999	1.0	0.0	0.0367	female	unadjust	steroid_globulin_imputation_log	0.059248	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_age_high_joint_1_steroid_globulin_imputation_log	0.0029 (0.0298)	(rg: 0.0029; 95% CI: -0.0555 ... 0.0613)	1137118.0	0.0029	0.0298	0.058408	-0.0555 ... 0.0613	0.9218	-0.055508	0.061308	1.0	0.0	0.0029	male_age_high	joint_1	steroid_globulin_imputation_log	0.07676480000000001	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_age_high_unadjust_steroid_globulin_imputation_log	0.0012 (0.031)	(rg: 0.0012; 95% CI: -0.0596 ... 0.062)	1137118.0	0.0012	0.031	0.06076	-0.0596 ... 0.062	0.97	-0.05956	0.06196	1.0	0.0	0.0012	male_age_high	unadjust	steroid_globulin_imputation_log	0.079856	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_age_low_joint_1_steroid_globulin_imputation_log	-0.0253 (0.0259)	(rg: -0.0253; 95% CI: -0.0761 ... 0.0255)	1137118.0	-0.0253	0.0259	0.050764	-0.0761 ... 0.0255	0.3305	-0.0760639999999999	0.0254639999999999	1.0	0.0	0.0253	male_age_low	joint_1	steroid_globulin_imputation_log	0.0667184	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_age_low_unadjust_steroid_globulin_imputation_log	-0.0123 (0.0262)	(rg: -0.0123; 95% CI: -0.0637 ... 0.0391)	1137118.0	-0.0123	0.0262	0.051352	-0.0637 ... 0.0391	0.6391	-0.063652	0.039052	1.0	0.0	0.0123	male_age_low	unadjust	steroid_globulin_imputation_log	0.0674912	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_age_middle_joint_1_steroid_globulin_imputation_log	0.0042 (0.0279)	(rg: 0.0042; 95% CI: -0.0505 ... 0.0589)	1137118.0	0.0042	0.0279	0.054684	-0.0505 ... 0.0589	0.8816	-0.050484	0.058884	1.0	0.0	0.0042	male_age_middle	joint_1	steroid_globulin_imputation_log	0.0718704	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_age_middle_unadjust_steroid_globulin_imputation_log	0.0145 (0.0273)	(rg: 0.0145; 95% CI: -0.039 ... 0.068)	1137118.0	0.0145	0.0273	0.053508	-0.039 ... 0.068	0.5963	-0.039008	0.068008	1.0	0.0	0.0145	male_age_middle	unadjust	steroid_globulin_imputation_log	0.0703248	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_joint_1_steroid_globulin_imputation_log	-0.0096 (0.0218)	(rg: -0.0096; 95% CI: -0.0523 ... 0.0331)	1137118.0	-0.0096	0.0218	0.042728	-0.0523 ... 0.0331	0.6607	-0.052328	0.033128	1.0	0.0	0.0096	male	joint_1	steroid_globulin_imputation_log	0.0561568	logistic	joint	adjust	steroid_globulin_imputation_log
bipolar	primaries_against_steroid_globulin_linear	34002096_mullins_2021_all	male_unadjust_steroid_globulin_imputation_log	-0.0044 (0.0213)	(rg: -0.0044; 95% CI: -0.0461 ... 0.0373)	1137118.0	-0.0044	0.0213	0.041748	-0.0461 ... 0.0373	0.8351	-0.046148	0.037348	1.0	0.0	0.0044	male	unadjust	steroid_globulin_imputation_log	0.0548688	logistic	joint	unadjust	steroid_globulin_imputation_log
bipolar	primaries_against_oestradiol_logistic	34002096_mullins_2021_all	female_joint_1_oestradiol_detection	-0.0259 (0.0582)	(rg: -0.0259; 95% CI: -0.14 ... 0.0882)	1137119.0	-0.0259	0.0582	0.114072	-0.14 ... 0.0882	0.6558	-0.139972	0.088172	1.0	0.0	0.0259	female	joint_1	oestradiol_detection	0.1499232	logistic	joint	adjust	oestradiol_detection
bipolar	primaries_against_oestradiol_logistic	34002096_mullins_2021_all	female_menstruation_regular_joint_1_oestradiol_detection	0.1071 (0.1383)	(rg: 0.1071; 95% CI: -0.164 ... 0.3782)	1137122.0	0.1071	0.1383	0.271068	-0.164 ... 0.3782	0.4386	-0.163968	0.378168	1.0	0.0	0.1071	female_menstruation_regular	joint_1	oestradiol_detection	0.35626080000000004	logistic	joint	adjust	oestradiol_detection
